mz_rt	6	10	14	18	20	26	34	35	43	49	61	69	73	74	76	77	84	93	96	99	101	105	111	113	119	132	151	154	160	blank1	blank2	blank3	blank4	QC00	QC0	QC1	QC2	QC3	QC4	QC5
223.02834_6.805	42645259.22	25474943.6	49372663.52	82064359.32	40988572.78	17438348.05	18311852.78	42170997.06	13006447.75	16440865.24	9248805.256	18233514.9	29820992.06	14324234.13	20309693.64	29966809.02	19704409.39	5017286.57	975093.8227	39948539.48	57960857.33	59643209.23	538943026.1	9342874.497	40129707.5	8191495.27	41965862.49	21000904.2	28136686.21	42214794.57	54588409.15	29558026.53	65893033.93	97913649	100728866	96112800.25	98762332.75	99960096.87	65262234.11	94173920.46
736.68343_7.798	19367987.96	13239833.24	15506398.12	9218505.818	13307929.16	13323725.62	39185004.37	29087299.27	77582151.12	108960720.2	8952463.543	75350473.73	9958138.32	39494742.01	22034333.09	40488568.42	17389431.54	69494681.51	73515134.42	9128097.844	3155520.235	30292735.99	42145698.85	4932308.568	29876987.79	12736339.41	39178209.52	4819580.919	82946518.78	132421.1295	114770.8511	89266.10951	77845.50456	33862278.15	34972136.85	34815122.12	34966049.94	35353045.84	35070843.38	10734210.99
710.66759_7.566	638779.1347	25378187.16	22610380.94	1721779.752	1558318.046	1000869.577	45682360.98	27248409.78	85407994.2	97897473.48	8835010.953	66378700.2	6926475.894	35328880.78	28058240.1	21016143.32	13108530.88	38940158.15	2315037.053	7185746.314	733421.8012	29369454.78	32989047.05	7011958.797	12715229.21	14154610.55	84478011.09	4548431.15	48144364.6	53437.11829	61161.94416	55883.00514	56690.21478	21605396.92	21883508.82	21267556.36	21954091.9	22008576.33	22202483.76	503285.9311
698.62231_7.62	1715787.805	6673914.977	6491438.262	4825665.531	5034965.091	6582983.597	12727191.92	11948765.79	30126376.14	114725545.5	2255792.355	35569340.03	5113112.866	17752327.87	9569833.191	16483591.73	5923314.85	18303648.08	33289339.7	4932723.179	2699709.712	12203166	23264604.43	2888777.368	12762691.66	5817015.941	21290559.49	2100852.495	28779213.95	1475571.063	1138356.396	951223.1136	573872.1747	13040003.78	15161246.17	13076860.12	12756411.91	13332868.2	15427674.61	683248.4932
239.05965_6.813	41678370.77	19616167.62	3469912.197	23928674.51	24923851.65	43245480.97	26765923.35	17001649.97	22739025.59	2669402.813	38403196.81	2780257.843	3502311.922	21391357.2	24991845.25	24341682.36	4164555.575	47207906.06	24205089.33	103232862.7	31325653.87	111229337	45621966.19	3662403.484	102111826.1	3856960.252	3170831.91	3234084.554	24458791.49	9066832.14	13095116.77	13638079.17	16711753.83	35773424.01	36753468.11	37808828.24	38166101.35	37236019.35	38277811.52	8641891.546
239.05965_6.718	5540911.636	19385423.53	2819738.651	25984255.97	5752868.667	47243175.53	50665599.28	3351518.166	4970220.565	2645910.132	42016803.4	2883541.608	3637998.147	4745820.772	27380926.62	5910527.954	13231076.48	50141930.19	5553463.242	114075632.9	25960345.37	117137170.8	6372390.216	11898309.63	4120707.392	2373394.397	1519914.444	3967361.47	24966419.03	6394649.807	9313588.037	9072315.114	11111073.47	22065200.64	22924879.47	23319013.23	22942684.61	23629959.06	23431362.34	18274770.43
239.05964_6.891	39107110.74	19330265.1	2749076.162	22613781.96	2439227.547	2368623.578	2493957.183	2232370.9	4974588.72	2111590.617	36445958.99	2347003.162	8215062.969	2176043.437	26055956.17	2787480.321	10407060.33	43448546.92	2233938.447	97552951.88	28142526.15	104287648.9	2414328.948	2212480.487	98455707.63	2408316.989	2095359.511	3009138.956	26624298.06	7265604.931	11046342.03	11437214.06	13500951.46	24145052.46	24822418.62	25151461.59	25424592.51	25331967.47	25208982.68	6412818.085
265.14787_1.305	3383632.186	3177251.913	1975162.959	1596602.845	3355323.929	85092000.8	2193149.441	10508890.84	1240083.674	4069003.902	5057176.405	2789255.385	5283071.214	980104.0453	2777878.595	2133473.057	2341158.872	2989551.521	2267263.803	4302814.096	2533129.637	2234238.786	2711220.554	8225529.038	8790965.033	2737817.418	3998938.763	2003739.529	2106562.354	115961.7844	137997.0656	151069.9589	150912.7272	15110786.24	15429905.63	14957883.82	15532827.18	15608769.61	15753191.9	323510.0417
529.46364_6.828	89099557.55	57644406	62752677.14	82942844.68	73544484.86	54140858.3	93572410.35	82233713.84	11092890.5	95865421.76	57307663.93	73401609.68	18973610.95	11895349.16	70671892.83	83724151.33	58613951.25	71047034.14	88993275.45	69010799.74	89998735.63	94581569.43	77624284.26	65535215.17	70535262.55	73604131.32	88650955.55	13237573.48	77582625.25	9328403.999	8365553.102	9679815.67	10256727.94	63278887.14	63993615.5	64674152.48	62554666.51	65578493.42	65173138.14	4032350.394
239.05964_6.969	35160054.21	2565746.971	3302088.545	2736356.772	2617586.466	2582003.197	2708588.827	2223561.683	7325262.492	2412249.17	33895642.46	5694502.672	9152629.415	2982838.186	2504196.907	2661149.467	11054993.18	51932898.45	2618838.28	102730783.9	2732343.049	2830310.991	2682852.321	2589158.119	100175251.9	2172657.848	2599396.523	3309112.492	3164060.29	6215164.893	8631853.622	9186645.218	11606413.2	22088256.04	22850182.16	23101920.66	22825967.39	22766926.2	23667051.2	6080757.351
794.54823_5.762	4937658.957	10559497.51	10374862.18	5324170.244	3117383.26	8117149.992	35115188.87	24215931.24	68440208.1	88305285.54	8460576.075	28484963.54	9347692.023	47441412.5	27743778.96	27844784.14	12009291.8	26110580.04	40192280.93	4817959.929	4678005.455	28094141.1	38225680.75	6041893.99	23331305.17	12142309.82	20111815.58	4708093.372	41321022.07	66727.95696	69848.53745	101366.0467	83158.39742	25146230.32	25755353.95	25521052.48	25913325.11	25758854.01	25914068.8	1262578.946
391.28592_1.361	805545.5712	71622.02442	42698.70292	100597.7658	79884.08341	102735912.9	45680.55833	61858.93906	421207.2289	52442.40746	1645842.304	88796.09158	1289419.351	81921.1444	59374.63564	180380.4158	50804.50157	385460.458	346364.0853	1802220.095	87417.79552	114287.8097	120563.6713	2626486.728	3557839.588	46388.19316	178855.2239	278875.5958	58653.289	27243.63408	28823.63651	34242.69081	30329.84281	3671342.045	3733361.063	3780950.901	3748901.447	3751343.64	3809250.398	177489.2789
527.44773_7.036	72098826.69	55258473.85	53478971.6	71586345.31	55039077.21	68667950.53	65335451.25	64306375.44	7454610.527	86302475.67	57143918.07	62074369.08	10297807.57	39404091.69	64099902.84	66809564.72	44561163.7	56149278.87	68712867.58	66371798.99	71240265.45	63669517.38	68114205.47	50160099.58	55520323.25	62136831.74	67176296.5	6736853.612	66201188.19	3891549.341	4668321.111	5102680.734	5358329.344	38273853.49	39081299.98	39186147.97	39254326.94	39674973.03	40092834.68	7341583.39
223.02834_7.203	7413222.884	6071971.159	6013102.247	6032964.126	5662475.169	7783928.294	5576767.712	62489523.75	5715360.352	45396064.27	7108612.244	5357902.34	86620584.2	5653713.835	6883767.661	5800578.88	25266994.94	47474110.23	5277438.697	5890263.198	5782021.971	6165571.603	6372498.659	5759065.178	7731907.834	15205169.3	60136614.1	7457847.635	5290673.779	8715201.786	11224249.99	12112153.15	13376361.48	28037309.63	27142216.47	28411461.54	28183900.67	28413239.21	28305819.07	27706326.47
223.02834_7.047	6611776.579	5601431.179	5373370.424	5275068.562	5405345.05	7193738.314	4686764.55	59430782.19	4600328.238	4346553.384	5202980.597	5319900.863	72347167.32	4625694.157	5789503.703	4642243.018	21393513.35	43279498.61	6287297.234	5097620.863	5521497.462	5261946.162	4781352.279	5100373.337	7511087.11	14922605.04	63209776.93	4776532.392	5102629.689	8692948.625	12904615.47	12385506.33	14468728.34	31100943.37	31923923.71	32264968.69	31493788.27	32950162.95	32692660.25	31983987.59
277.16616_2.022	54751564.2	42663721.57	45708778.22	49647617.61	51375149.97	80989736.17	56267266.91	52144460.27	961641.1134	57746232.99	42562864.82	49711522.96	518400.5326	749171.1542	52578391.58	62013431.38	44528453.2	55734489.51	58020216.11	33922707.27	60906807.04	59888176.75	55017481.81	47486103.23	52425400.48	40886983.49	53223522.26	692436.4764	52952242.28	137155.2642	114755.8004	211405.1952	187009.4486	49736814.69	49662213.55	50008279.79	51510728.2	50912261.42	52142926.69	2841116.798
738.69878_7.922	991770.5664	26301566.53	20144552.76	532052.8976	1405972.928	1004805.436	30430716.26	24785660.47	61736012.29	69284313.71	8219145.029	72167581.48	7736420.738	38043800.16	26977696.91	21908188.31	7381608.441	31718720.68	2618237.842	6900870.404	481061.3675	29532830.92	23707680.56	6146919.133	9713230.554	19235758.31	72548301.27	5024523.328	43798841.86	62320.72879	69097.42901	297601.4911	62520.24097	22002355.14	22631488.56	22434142.25	22592833.55	22745971	22895998.59	1324476.476
844.6078_6.041	11143464.98	5737666.191	4642661.089	10996212.35	5624015.592	19075365.39	22924982.7	12139231.67	34277280.31	49403509.89	2735999.439	19042393.17	4653250.798	21343694.14	16967530.58	17810803.82	7366850.184	18277208.86	67948403.24	3004836.323	3031973.286	13456564.65	32196764.06	3023682.657	30968472.2	5271367.679	12051637.91	1867522.418	39182808.78	68394.39139	65176.25108	69478.9484	72860.73134	20428819.88	21587168.65	20803274.25	20683527.03	20989391.93	21110856.17	942018.3426
914.73076_7.32	765726.3575	21500445.83	13640187.97	841952.3047	2382135.226	1402474.934	5340726.109	15582456.55	61627630.32	26551412.17	5901309.857	65265478.17	5593897.312	23824698.51	16749289.6	14217546.25	2054363.395	5278250.74	9285906.83	2805509.036	241518.1414	12475458.32	11193046.01	7593501.732	4164589.362	18845048.97	39340846.09	7298970.422	16207521.17	64886.49568	72283.59805	80333.84255	83226.51473	15388791.7	15622115.83	15649625.58	15760695.39	15669093.08	16124206.21	797778.3724
281.24862_2.57	21787011.67	30107412.94	21997502.32	10434673.63	17199500.3	10527440.3	20374280.16	28267110.89	81040498.53	57828948.2	32170676.64	43208367.39	21381384.24	29964079.9	29193846.37	22745139.54	27904299.21	44331072.64	22671380.6	8952209.018	9062587.801	12412993.39	11768035.32	7827052.339	7274148.51	9332687.553	67952854.27	10350601.33	9076764.547	2694468.388	4551364.661	3240574.725	3236442.48	24348563.9	24833723.68	24895926.8	25092860.99	25436267.16	25385933.04	5733923.717
871.69144_6.892	1471257.614	7754781.729	5691456.514	2048003.814	2472965.786	6700866.675	30466328.81	13247513.05	46263151.98	63145938.61	9919899.429	20022334.82	14850307.79	43367382.06	24084910.81	8117989.245	24627173.76	10502694.94	8021425.289	1148329.678	25729213.03	23667781.72	12040460.08	6166122.253	4783707.583	1882863.408	7731179.973	4182558.66	10101363.4	52350.96998	57461.5832	57361.98962	67103.41311	17017366.91	17610565.53	17878957.95	17328899.23	17472648.09	17566303.28	828434.0112
465.30488_2.676	302712.7487	20221965.68	14914365.46	264003.8125	257658.1013	1528249.777	7206645.828	17957572.17	43139856.04	10116551.84	7835645.24	54485357.11	14143303.55	24269543.46	16264321.18	7225674.667	1917789.258	5006634.633	438409.6227	2214622.791	557561.7292	6109275.472	1461968.846	7053752.723	1635930.488	12749717.76	25680943.84	13682008.45	1064299.48	47866.90363	49574.92637	80966.86974	70480.27248	18340876.63	18346835.18	18619165.07	18324941.97	18900296.46	18838288.31	1724932.409
761.58208_4.636	6486828.683	19364741.59	16724697.37	5719950.968	5651072.58	8066345.616	28303980.42	21784419.09	68239804.66	68032121.41	11784459.08	40284568.64	16137954.02	46805736.57	28650480.56	14177857.23	20418669.94	21437939.92	30600333.16	3416240.419	16244365.28	21478204.75	19578800.55	7875897.751	11490091.03	10241955.98	29595011.24	7274047.393	21574718.72	67862.85198	82101.34611	98161.94844	100471.4626	26499201	26840754.77	26657476.61	26938065.08	26988009.59	27413687.83	1412120.848
223.02835_7.632	6151123.378	6436995.213	6235150.145	26113924.43	6082768.03	6097357.865	5738137.97	5936623.025	6103288.597	5774466.087	5839439.111	5403617.069	63447495.5	5628921.83	5990198.496	5820875.173	6205733.409	6429831.739	6018889.793	6128793.099	5875926.494	6088066.264	6631932.514	6137325.95	5923710.261	6174322.149	5676062.151	6241194.474	6684936.987	8096293.429	9801689.21	10531481.13	11686020.99	18831098.97	19667728.01	19469516.74	19292202.65	19810033.2	19419668.42	19508067.35
409.24493_3.114	43181795.22	36620614.37	38284379.87	44802858.56	35784731.82	42126092.83	42612332.71	50405861.77	306802.6454	56477942.82	33692913.86	43409351.32	310145.5514	340262.1645	48975873.13	52238021.56	40226874.65	39324960.93	49885526.12	43097293.47	42726192.47	45865514.52	44004731.97	39054795.66	39118708.08	38070237.61	49676544.25	193113.8303	39924893.96	13708.26993	12632.23064	28315.50126	37987.54242	40209663.19	42511944.78	40813458.35	41779925.91	42121424.78	41272832.38	1391863.519
826.67808_7.04	745308.5692	17281227	10077876.64	968215.5052	2216071.346	1711804.685	4505516.586	13221235.95	51273255.4	20750623.02	7257704.867	43112454.11	4310567.031	19111403.04	13291582.48	13634256.17	2255781.665	4579811.353	11428913.67	2305091.462	436541.763	10508744.94	9388109.689	5050868.235	4033462.146	14642719.76	32982743.26	5311601.979	11401235.43	53137.54146	69433.98003	55995.06597	57752.24782	12447694.71	12825102.26	12959708.08	12817163.81	12989755.5	13238599.35	742096.6652
873.70714_7.356	11907340.34	17817251.57	14848334.14	6501493.581	8342575.733	11203171.8	23270824.3	13580521.63	48463792.21	52161983.8	7516953.846	34812419.05	8584577.293	29107144.88	14529775.18	24688807.78	16105026.36	35135475.39	44619714.58	3982438.514	11413825.21	22933760.08	25108658.57	5866450.311	16506759.34	10357247.43	30010471.2	4832294.247	35668027.4	71731.13704	71912.94167	79620.00248	93143.75681	20948722.35	20377804.89	20707622.53	20529524.37	20991200.63	21212574.05	843223.2776
367.35828_5.424	2587984.025	18763405.24	9691782.014	1869838.377	1898768.029	2197339.526	7576311.634	14879736.75	30034991.24	8347573.892	10781719.31	28947636.42	4661875.444	11090310.26	10045456.83	20316418.79	3052684.289	5803069.646	3433393.364	2751287.646	1192320.03	3303443.508	3040642.932	2732809.827	1871046.767	16635137.31	47487960.33	7367872.398	3449517.81	784645.4501	830810.686	1036327.701	1019325.937	12243468.1	12490541.26	12564356.13	12645290.74	12735518.69	12758550.18	1196855.033
860.61059_4.502	74542.34531	5580344.186	3330904.039	120479.0999	485391.5332	685928.9103	23365798.77	9386155.547	48879295.36	66705048.84	5599041.855	22081071.4	13007891.16	31290361.15	18286547.74	4867431.538	16471775.5	783460.125	250330.4954	219128.9217	11108326.62	9013535.921	2390609.74	2376296.477	2520582.544	538482.5457	514178.1929	3010449.858	1033909.392	57022.12932	58030.63075	63627.70103	65677.2188	12250323.11	12042446.97	12340465.18	12331941.49	12209042.41	12496179.7	678849.1884
706.63612_7.093	814049.828	3623340.289	3820878.835	1708407.025	1374554.318	4900100.846	19651425.28	8107436.372	29880534.38	48630154.61	8314047.649	14237200.8	7366549.88	28154837.92	12893458.01	6201168.675	12298462.01	6295867.36	10708609.07	901630.9512	30991181.24	22416467.88	13004093.63	3114412.261	7542849.426	2025019.057	8680080.653	2231148.329	7905033.269	60086.66104	65681.29532	70552.14406	69221.5311	11018563.31	11232871.44	11300432.32	11421851.3	11487165.96	11452584.38	355009.5015
901.73829_7.808	17398172.26	9236068.334	9713558.905	5577734.554	9731732.848	9502351.48	13888239.45	7579995.384	28435127.65	42723124.39	2133620.687	21364917.66	2508210.869	11487484.52	6026504.766	19852655.55	7813974.238	37657639.88	48253440.45	3005742.434	1077623.681	10333452.99	22041677.51	2083423.942	16892570.09	6824772.62	20183045.73	1952013.153	36374239.91	87917.15445	85225.06024	91584.74072	88395.1213	15731436.04	16115022.28	15920675.86	15790192.62	16073592.12	16187851.22	598314.2803
692.65669_7.597	817090.2398	8322404.966	3863514.725	354115.4728	1206553.381	919352.8073	8537374.97	16677823.6	43119956.15	29086339.7	13497877.65	49317599.85	3324431.397	14752092.12	11358466.43	11830515.28	2663235.748	3197332.259	5055538.701	1917114.843	210127.3742	6666976.016	8762777.711	1770796.129	2294466.03	6788132.322	16245314.08	3104191.626	15999856.51	51783.39236	50330.43029	51910.89785	51398.43871	9772204.707	10644591.93	10173150.06	10268550.08	10320260.37	10432240.65	393129.2755
1008.71289_7	124782.7878	5017659.207	2085168.963	194734.4935	474382.6811	936128.4972	23385044.48	8529501.193	50185977.18	49615097.65	4522787.817	21632631.35	10457372.13	27566790.25	492486.061	3672818.774	16481641.31	1144095.178	461608.7361	236182.8615	11019227.55	518611.4909	2045172.006	1961531.725	1844051.767	852990.3907	1193995.428	4087540.702	1135157.553	52922.70813	54606.1321	55842.74229	59285.77552	9885737.034	9776916.482	9662984.571	9983916.84	9637975.942	9984166.65	430864.3556
596.52657_5.556	1545387.369	6010242.426	11388258.3	2833097.957	2470968.916	3611378.806	12143020.66	16380716.26	43040172.62	27816181.34	5266021.219	40632353.38	6127403.53	26654018.18	11706045.82	7497755.59	6806171.563	14137438.12	19387531.12	2433752.978	7924989.863	18398524.31	13848989.45	3115552.627	6876838.582	6555324.041	24955561.81	3223458.993	17611985.96	56150.18262	50996.04992	54469.54149	59387.81574	14196047.51	14712666.56	14300467.02	14478187.46	14720687.88	14753266.01	509622.2825
872.72004_7.206	368690.1894	14487377.05	10717639.25	421784.6169	990349.2467	782410.5277	7143769.969	10231320.31	41903708.65	22459428.73	4822318.137	44482417.06	5936742.611	22064778.64	21535463.2	7370371.866	1787746.014	4291086.796	5144459.181	2458757.14	165744.4413	8784224.143	8173526.807	5214877.817	3586497.24	11373829.94	29875006.13	5475122.671	11478938.81	76261.98514	74413.19849	81963.54815	82285.99314	11586656.29	11594841.49	11885277.75	11616237.41	11627309.87	12440300.44	566710.4972
473.2184_1.421	43965884.55	27003594.92	16647176.73	25202363.37	33244959.93	33759502.08	30862360.81	25461559.51	810203.8336	42036419.5	16743952.26	18189309.96	604208.4495	359003.6094	27187510.65	20468583.79	24543968.04	16838706.26	37447074.47	26946057.83	40591010.68	27778579.63	20790148.43	22562230.18	17036833.73	32828684.81	22702354.96	314097.596	24442211.76	119846.2585	109940.016	173083.3604	201721.4559	24778885.89	25398873.06	25584545.31	25706716.67	26131431.38	25765488.73	754368.3413
313.07856_6.812	1733868.89	1992342.589	53713907.09	21943775.83	1895954.331	22906948.66	47644643.19	1808900.25	1913904.154	2020283.682	10625668.75	1753908.732	59688847.16	1802280.764	19458824.81	10146094.77	10723626.99	1322698.256	1873868.739	29558223.55	2187193.046	1922765.034	1767944.542	11077691.7	22933575.42	23760511.91	1559786.024	27349128.15	2172316.806	5321348.802	7921040.396	7868245.76	9969776.982	21701961.44	22515286.61	22698186.33	22639491.57	22657090.25	23047182.83	3841678.303
313.07855_7.283	22197677.36	4859287.113	451508.4618	645523.842	2339328.363	789656.7515	2837748.12	706395.1746	1634976.636	2148038.126	570739.3951	462927.2555	21238197.04	10174650.79	653312.5403	985792.3094	2622398.105	1378232.164	762063.8173	2520725.088	57326.3577	257868.4838	1079185.703	224782.3552	771075.2998	9472616.417	39979445.71	3537056.876	3159374.825	3627266.857	5525100.497	5524425.521	6615316.838	13987062.82	14624872.71	14410463.63	13910186.72	13361951.05	11802180.19	20208660.41
804.61298_6.405	300184.1915	3956270.254	4559493.392	355324.7447	648401.0818	755973.111	15916387.74	8434615.977	37088324.27	41777828.14	5439819.649	13865203.17	8129997.327	23677918.96	14457665.54	7022586.445	10447229.07	8517434.623	1932550.329	1396883.758	3365959.364	10572100.92	16240999.51	1904370.991	4890805.341	1364465.95	5723550.943	2153216.308	11722511.39	57817.2932	57462.97938	60837.95233	63737.73371	10639502.81	10810991.92	10821235.81	10850565.53	10980775.79	11091402.03	489169.4725
804.61289_6.414	295426.3177	4043323.131	4602055.584	363066.3603	651081.6551	744598.3369	15143667.34	8726610.94	1265561.393	42434370.47	5340681.887	13011247.47	8275052.557	25227729.58	13673745.02	7279884.264	10549634.15	8590723.817	1936821.534	1459959.902	3105194.738	576712.9412	16120471.57	1755970.087	4727342.66	1414896.193	5667701.645	122686.2823	11995013.56	31053.75324	30986.88336	32419.41281	34593.38194	10353751.87	10541032.15	10465148.57	10580557.72	10742997.64	10890925.57	428033.0165
708.65173_7.621	7234316.141	5807879.882	2320629.674	4063649.393	5874439.269	5745779.462	3329035.664	2869369.239	29145738.8	40409996.52	4255422.725	5301747.978	5771152.92	5692674.457	8053983.028	20520845.36	6312695.661	17161263.08	35821318.05	5174680.003	1631368.643	3627110.602	21859966.01	1920218.273	3645216.741	5784336.821	17962107.78	3223187.639	5800992.31	132535.5575	529015.1363	166085.1309	124088.0376	11129267.92	10545633.02	11560343.2	7546876.263	5958819.443	10745416.03	979064.8582
620.59901_7.133	1545741.518	4433600.651	4358960.575	1879564.083	3275446.18	3683945.553	14202777.77	8542790.842	22798284.26	36066560.4	3680121.228	27476587.29	5096145.146	17275687.61	10168538.26	8744237.788	6261569.157	10895663.91	19060792.24	2398009.739	7904302.588	15417479.69	11401603.84	2537405.077	5674666.398	3329803.209	18797305.67	1390440.85	15525411.01	70459.0654	58950.91192	67535.31814	57326.09964	9576560.134	9442046.137	9499836.685	9468368.888	9585693.522	9572985.226	265269.8353
816.57667_5.048	6005865.299	2811810.573	3213139.924	5469641.681	3807907.14	7434635.108	12895374.33	13327880.98	20630808.4	29769423.47	3120035.902	9997374.513	3153149.357	18194324.18	11028216.62	12260349.98	5816250.876	10147257.83	34762189.47	1390138.71	907609.0347	9880914.241	12803933.92	2413892.397	16009176.15	3326731.976	7008997.382	1155085.31	19396901.02	54258.85719	57475.64127	61925.7477	58536.11927	12293794.07	12576635.72	12614668.63	12488748.33	12614418.88	12805065.8	730493.0042
812.69863_7.208	133713.5025	12384831	9362490.369	172766.2146	259803.1783	421689.2014	5996940.455	8656868.304	33716989.43	13167351.01	2690607.663	37960541.25	5139069.524	20966092.02	19530155.82	1234733.694	1223070.17	3258984.059	1044897.763	2003911.604	95125.58092	6667430.135	6754390.261	3832874.545	2364412.499	8747624.328	29322499.19	4229980.061	7403045.455	77642.72986	60898.61102	80713.10033	73474.57276	8560741.854	8143751.709	8361586.187	8476656.771	8540496.563	8442760.812	458019.0081
351.18518_2.39	25157625.96	14392767.28	20139671.18	31592452.15	27869581.35	28102507.66	25793201.82	28587883	222903.5744	36258617.46	19324169.62	23135119.23	185467.6002	159898.7471	25582378.04	29761321.83	14674647.64	20704880.24	28502159.1	23917500.38	22302401.63	24255664.73	23187248.92	20580408.11	20307762.39	15813733.86	28072341.85	174319.6998	18935326.19	31504.17249	32290.11323	55146.10592	58781.57749	20601197.58	21395643.37	21632392.91	21348445.93	21534233.25	22339941.45	1299110.099
