mz_rt	6	10	14	18	20	26	34	35	43	49	61	69	73	74	76	77	84	93	96	99	101	105	111	113	119	132	151	154	160	blank1	blank2	blank3	blank4	QC00	QC0	QC1	QC2	QC3	QC4	QC5
802.59728_5.705	151701.6352	1158547.794	1675064.8	87461.00767	305503.3428	224880.6567	4450537.781	2303581.716	8390890.511	9110859.594	1348394.745	4073346.526	1998014.522	5059198.507	3633297.659	1982297.269	3217639.658	2405473.684	494089.0297	456967.7815	318940.2974	1864528.197	3550522.021	456629.9049	1609713.536	515075.8203	2980691.601	599884.4831	3257372.195	24320.49367	26646.45416	26800.30544	28759.22122	2597673.944	2603058.415	2612518.01	2597206.667	2659358.084	2670212.733	114478.0377
605.47905_6.11	2587657.363	1956494.675	1865977.891	3639023.869	2698641.177	2433602.958	2349396.646	3024331.34	1518857.437	8515414.811	2314000.577	2187813.532	1764804.346	5367202.72	2357673.257	3220598.661	2523384.476	2007467.434	3166520.824	2620278.726	2657690.539	3333068.396	2628491.739	1418062.336	2747252.243	2126944.06	2536641.261	1085904.094	2746723.94	531350.97	582277.9644	794746.5387	1060787.874	2966396.321	3025567.068	3079982.607	3071975.355	3079668.095	3127716.963	204647.7525
224.02788_7.452	906106.4706	779725.7839	816827.9536	4118780.586	903649.5185	924565.2408	753482.3247	4657282.893	3401816.244	4115022.079	899035.311	690722.5692	853530.1172	761202.1284	781353.4839	815659.5725	843470.4021	781510.0462	779455.1629	936540.6854	824730.5188	779345.6867	785086.8529	893341.9657	843926.4179	838331.5322	697974.3925	10833276.15	674149.654	1326732.018	1594481.398	1590433.536	1917657.404	3526561.984	3351368.328	3504094.853	3502225.112	3535269.145	3557706.046	3487186.278
829.61629_6.428	47110.31231	724016.8844	541350.0479	31916.06281	107259.0998	155617.097	4959283.219	390741.1179	8842118.281	5975464.927	1893160.743	2827493.705	2106202.029	4792479.253	370121.0429	1868430.649	1078586.629	794290.2669	158879.3445	119223.0387	500132.5951	3369131.18	669544.7933	297570.0675	589192.4502	222437.1408	172602.8138	572039.9778	544616.6568	25024.41071	25315.07937	27734.32696	28042.32061	2624670.865	2334283.513	2366505.893	1814345.42	2450748.491	2480040.999	130107.4488
854.62821_6.488	47712.66983	405785.358	318525.7487	39185.20365	65777.96015	75510.75423	2683949.674	1116643.016	7933347.915	3381192.771	346939.275	1422263.475	1048867.539	3423548.415	1992456.914	802975.4452	2243149.856	521024.674	223949.4498	25522.82306	370416.139	1173850.592	898699.1579	185392.5902	444909.9244	111127.5125	120577.6594	273116.4436	562506.1428	24369.25921	24681.72079	24477.40421	24663.07068	1330152.231	1370090.964	1397778.285	1370818.883	1438512.643	1355035.845	1383360.634
1174.29275_5.781	61288.22618	99955.58336	157818.4382	4705.060588	89540.93364	173190.0189	169242.6647	47790.41891	40789.80459	10634.12452	698501.1413	467801.1083	105850.2314	113889.1939	113727.3765	402939.7339	77971474.55	130847.1111	417231.9706	277819.1534	41428.66841	128175.6993	202268.0957	225545.7556	138357.1599	135503.3781	339090.1468	114332.0779	243064.0108	1213152.719	2079097.728	2046866.954	2776614.572	7843854.012	8231340.313	7980416.219	8255874.441	8202065.781	8239654.529	300044.0112
1395.87271_6.558	38533.77076	236471.8611	116677.7189	36421.69418	69065.69969	90391.50161	1547886.631	515157.6659	6057282.449	8636606.025	649191.8915	1597217.323	866296.2363	3032393.766	1474991.688	324258.2387	793544.99	66809.11802	39177.09756	38635.93615	1410560.592	746274.5228	192679.2353	199190.7561	224640.075	35674.17598	54392.708	776346.4943	123162.4805	36812.12093	39160.80714	37692.24418	40545.88775	1168536.135	1218506.952	1215985.673	1226133.058	1207486.953	1247644.786	1218674.749
859.69137_7.158	1160696.157	2761702.618	261382.2714	1027835.328	1214667.523	2397126.198	3740765.497	2152818.127	6181593.004	6276907.535	698702.7391	6441127.792	1343563.665	4870022.896	1915481.784	3390301.372	2355011.76	3413975.222	8342524.92	534148.4224	2380096.592	4082608.112	190731.345	318329.3956	2335929.149	1627427.732	3763234.394	710887.0878	3412505.956	34549.27504	35815.86399	36513.70328	38569.95023	2937450.46	2854073.179	2836236.713	2874995.081	2887761.094	2967225.033	111934.1868
914.76689_7.646	170694.7661	2285178.15	1190621.119	38547.62167	43964.13905	111102.7192	5101897.101	2909659.431	5428518.726	905167.5552	188514.2204	7892949.597	381552.6841	5546442.885	2428103.131	1209873.196	111328.0231	317490.9559	60517.24061	143869.1772	37107.14684	925937.024	461601.7673	453218.4534	150300.6246	1739268.375	4333539.844	793896.0348	617275.7624	41230.33332	39036.51406	41759.75603	43274.41182	1709138.634	1468916.561	1754501.215	1476074.886	1462108.269	1442332.363	1634629.697
868.60753_5.9	1130916.379	467271.5363	472525.0192	931970.4897	360280.8139	1012803.363	1828137.977	1796211.002	5258690.365	4595893.661	420790.3927	1580202.685	674256.3042	5067720.207	1842378.373	1846905.949	1074502.719	2282154.468	8398646.288	154501.0159	203359.5543	2226824.161	2062733.223	415397.7946	2621673.533	455576.6468	502491.3968	223996.3649	3213469.66	51140.38883	50281.95515	55632.75995	56394.38735	2212600.156	2185354.536	2237239.414	2222715.985	2236048.263	2290335.521	2230368.91
1265.73353_0.739	9264.075852	9019.389086	183084.3227	10138.40498	10613.07629	7548.707355	10493.03615	11864.82008	10181.10985	9873.565353	9090.831007	8422933.883	8820.838475	68842.5218	11034.2713	117643.548	11525.65187	45922.01565	9741.929093	9999.653331	10615.55553	10619.93319	11406.10409	8948.472613	9068.553573	12026.55104	17374.99721	10239.54724	25824.44352	9125.158888	8712.202874	9414.378901	11292.24843	566826.0757	573726.3583	569340.5963	572832.6125	575138.1671	566586.2268	569626.04
1263.99323_3.933	7816406.379	5533754.926	6261540.478	6596891.827	5636997.713	6596180.856	6753858.912	7688185.311	164822.9276	7951345.667	4687554.311	6899011.594	243484.4954	140059.4393	6755421.955	8738209.724	6922600.444	6217201.685	6968454.543	7173622.586	7103306.785	7870767.698	6724093.912	6368588.339	6754337.69	5506864.335	8292373.026	169813.1542	7214759.333	37877.01676	40426.06069	43087.94133	45615.73494	6271862.272	6543014.15	6529540.596	6490765.015	6581564.424	6588260.121	256488.8771
700.52908_6.289	138556.2206	1332384.141	2198259.233	68357.17294	227563.8042	173754.7458	4420715.882	1440012.729	6556941.398	7999763.893	673107.6041	3678921.337	1035764.216	3657589.612	2223390.101	1504142.012	1240036.665	7171072.442	618184.6606	574312.8578	103507.2113	1498130.061	2360241.885	203258.1083	435305.2712	477174.0621	3170008.912	348288.2426	5443380.452	28607.78359	27323.14555	31221.18319	31694.14999	2121288.609	2182694.612	2142007.131	2113299.2	2296013.182	2102413.144	2165264.44
903.72577_7.5	49920.46377	3848726.549	2804863.644	46368.6991	45962.96542	108802.0409	1522907.234	2344050.829	7061998.141	2246213.094	661749.2569	8565550.064	1034527.83	5260348.198	4539972.979	1423862.601	316807.3144	1173184.362	106565.0221	547517.2245	47370.05184	1940891.852	1589232.788	954669.6709	395951.1488	3259937.894	5971000.447	1191457.664	1333569.033	42546.84576	42337.0784	45192.53948	43456.60995	1949842.379	2068421.966	1974592.555	2022847.667	2057611.331	2098201.506	172036.1123
313.07852_8.711	1591518.266	1614281.705	1568723.776	1578160.768	1620378.933	1616960.867	1487004.88	1512593.055	2820709.439	1408240.906	1629945.855	1395840.476	1634510.239	1368892.747	1484689.226	1547429.916	1531842.703	1537614.118	1508054.622	1576726.182	4560468.989	4785283.561	1428310.888	9979964.495	1557857.293	1630670.486	1466046.908	1547158.611	1510455.49	1512869.911	1641091.112	1735207.669	1799703.49	2682686.929	2864884.446	2759870.969	2784717.808	2763057.971	2935015.679	2837037.661
868.60757_5.903	1114145.454	459995.1096	450062.1917	955259.8799	353500.4233	1031161.439	1679345.419	1762286.373	4839208.297	4290295.895	411098.1788	1463221.747	667247.0408	4689863.113	1776039.715	1799321.005	984871.1467	2152879.658	7853089.956	123997.9765	184033.1723	2122536.883	2007106.845	382463.9789	2527255.504	427743.1981	472553.4998	201149.2723	3100369.709	26415.55338	25972.1465	28735.99857	29129.4021	2169889.65	2149991.276	2225143.291	2158518.413	2270769.567	2249559.178	2219402.241
165.0409_7.727	1092580.588	996367.1564	943086.2746	2871340.554	1065817.367	1066560.793	1001487.474	1013535.349	854309.6283	894209.1777	1019120.207	827235.4261	10053738.38	874874.3161	942394.8138	929924.8496	953156.0371	883360.6883	4344838.36	1029284.394	10146883.46	978142.5709	886663.908	1043492.902	936086.9045	948897.2113	858033.7529	1100323.773	932683.3796	1385357.445	1454791.451	1555824.925	1884636.19	3424587.66	3358721.651	3451891.132	3477371.981	3499645.852	3509658.454	3452647.484
165.0409_7.631	1039893.684	855280.3071	1000984.81	2676269.105	887849.1638	818604.7076	804573.4316	756009.4438	907932.8986	961465.1054	833785.2922	820180.8326	7931134.788	816124.3143	856660.8169	764990.0243	895118.7973	1038447.371	5385283.532	868791.3342	10009710.96	852475.0647	817014.7599	897731.8587	958620.4151	813482.739	937758.007	780967.7486	842222.2362	1075091.082	1445790.762	1512865.798	1869227.957	3841019.096	3985780.583	4028014.404	3963554.138	4056481.156	4066857.844	3950625.618
224.0279_8.364	1160178.22	1207550.211	1191567.074	1207378.067	1221608.631	1202836.256	1152292.324	1112711.648	1171244.605	1199475.642	1184039.301	1111132.117	3250029.807	8729193.357	1189791.195	1145277.355	1154816.76	1110399.777	1137857.375	1201957.929	1193805.403	1129604.555	1139835.241	1139217.947	1176285.047	1184186.842	1100640.238	8097785.924	1091381.217	1208478.164	1337180.378	1313516.725	1597384.125	2081474.348	2029112.392	2134073.233	2107469.029	2103066.471	2095925.482	2063439.567
741.67282_7.923	30223.30014	2815419.884	2159001.915	27794.41487	30476.42293	29291.08674	3366616.168	2523315.959	8282253.173	6480232.231	767690.1367	7293497.293	793639.3833	4677556.206	2718901.488	2105055.214	661645.551	3318515.764	26878.4382	663282.4879	26910.20051	2833587.395	2629654.708	454098.5642	807531.3819	2803572.772	7567437.473	560669.6395	4376759.038	24503.73382	26514.07584	25734.28048	24988.65096	1802031.289	1809196.814	1822155.845	1825179.654	1838754.069	1886009.607	1849133.056
816.65768_6.67	94539.18529	3475695.606	2973590.772	155320.2591	265772.44	322550.1814	2632410.732	2327851.914	334380.5444	4604108.046	1173774.314	9063319.505	1201440.952	3844117.598	2471016.229	1959391.81	421336.1439	564194.5079	2799973.772	524221.0388	68704.10807	2360674.033	2726774.921	1005531.667	1112705.399	2020999.605	172995.9341	715380.3771	4677571.938	40717.70551	41484.06058	47536.97616	45036.65966	2480408.812	2612213.213	2490522.784	2556444.565	2622568.645	2529339.379	2566381.851
363.1851_2.182	7789398.072	6599502.514	5592972.318	7960639.979	6136377.864	7232754.415	6862203.943	8284220.069	202776.9167	9078746.775	4721974.797	6500546.576	107035.3165	117385.8697	7202418.88	8985612.452	6643863.869	6317924.14	8753295.673	6866796.463	8834147.446	8273722.889	7004372.275	6028716.008	6609778.266	6444780.829	7865916.252	99763.30428	6493237.463	27135.74056	21514.10438	55855.52712	42005.18962	6384300.004	6487044.185	6635833.287	6589838.5	6645894.493	6684256.598	318178.9722
951.67851_6.589	814079.9508	4774375.525	472022.5579	804500.8319	484367.6117	3293679.436	1024921.296	2830205.109	1950987.337	6204624.431	881132.1066	1563612.27	2063283.863	1834107.746	6288016.496	8522410.675	3131550.371	757139.5048	6475419.98	1079370.157	1907645.601	6306358.999	507958.326	1296380.886	4006312.228	2489671.846	2479179.867	997006.0891	591618.737	36167.80062	39882.32493	44934.1852	44140.14019	4664162.506	5193217.282	4621818.652	4045041.276	2433193.671	5000709.799	460320.5675
806.62866_6.913	75857.34406	604155.0407	674160.3373	68485.89521	228717.7068	217320.8486	3642005.229	2004435.176	7745789.18	6386816.09	871278.813	2186872.652	1726361.523	4372522.07	3330092.5	1281921.069	2318941.938	782504.6213	600314.4402	96214.57726	1353021.704	2289012.855	1045310.316	370745.5925	781761.7033	191330.5306	528659.6617	362370.4848	918454.637	33516.94474	35265.63006	35555.22056	38606.18119	1921171.349	1955909.077	1957106.494	1941271.545	1998813.029	1981861.657	115335.0044
830.67312_6.797	188203.025	902569.8201	404181.2302	215561.9218	381346.524	267690.9781	1021391.421	1656227.172	5098151.168	2615535.958	363340.32	8825066.342	351122.2168	1854370.567	741165.7471	1015091.586	355039.6636	197361.6209	4719466.707	114888.4806	177679.8314	661291.9276	416643.8492	413980.7679	939549.7376	741414.1399	3301743.999	379109.7452	1716341.051	52599.2209	53733.02996	58186.21834	58812.29553	1245079.829	1247604.346	1239394.838	1282647.501	1270027.983	1255145.309	1261199.828
1541.36964_7.224	148310.8619	9788.897089	30183.38566	12020.7626	60763.8108	11543.50514	33932.53396	13820.88413	438012.1853	81726.82137	32304.19145	65815.08162	27654.39893	337165.1795	154402.5299	26420.92405	113766.5344	138018.6698	60834.97354	69518.98239	24546.27997	42601.63087	42140.14471	51435.29288	73760.49272	37357.77457	110070.7656	7451.084976	68469.29565	1120212.488	1349353.035	1509656.9	1646131.16	8153027.002	8190889.569	8473552.124	8380242.849	8522904.072	8365377.164	214745.0965
914.76688_7.645	26889.93703	1941029.487	1071810.974	28113.33342	26615.93254	40877.14732	695851.7055	1607843.196	5497590.787	993505.3761	191564.3622	8145082.06	339209.5346	3734796.053	2390605.061	1034905.488	95626.41095	221062.7875	29941.33687	130709.2367	25060.26443	859700.4444	406040.7809	496350.8021	123608.8849	1971444.315	4019001.313	646896.8882	394107.0276	24610.93682	23739.95478	25256.01287	25831.07459	1242623.844	1249236.899	1266832.609	1259660.12	1310935.164	1247616.663	1260381.43
888.70667_7.884	114969.6323	213458.6796	139355.2552	107160.488	116362.1883	112066.8524	2155885.531	165217.1926	5132560.463	8403427.676	388920.347	1957095.598	909479.8522	3324490.177	1786630.391	170768.5223	1295923.841	123305.3266	135995.4401	115787.7776	599768.0492	896333.6133	158315.4094	114827.8387	119102.8881	120681.584	135092.9851	254192.8659	154148.3291	99633.21751	102948.1919	108094.3001	107820.6556	854941.7444	851930.0629	873738.6945	867103.4203	866674.6918	900623.7181	865269.0984
871.69172_7.032	249243.9708	1794627.21	865104.3933	824923.9703	376500.7311	1550116.215	3166865.858	1908851.152	5383099.81	8156955.466	1246441.093	2339730.23	1682079.747	3569826.051	1762344.543	2743688.672	2433946.024	2611579.921	1217088.446	222454.2013	1741907.692	2286059.033	1654115.524	877328.4127	758234.2888	341664.3547	1503596.684	352787.9919	1773472.673	59367.81176	58645.98848	62560.37529	64523.5832	1932337.181	1876875.88	1944044.347	1919199.887	2118191.188	1851569.304	217219.1514
473.26053_0.766	21496.7928	13567.66187	6598245.711	12441.17169	14247.49754	16304.90709	11916.36486	14062.75452	14066.95175	12172.58866	52305.59682	7924426.46	15161.56938	2059716.39	11251.80779	4280087.133	13714.64549	26885.14607	11470.52196	14462.76008	11350.72607	12183.06817	19196.14646	12775.17056	12331.74507	14527.39076	53910.56465	42232.20042	1005749.981	12557.85849	11764.43817	13591.87273	14161.9995	558606.7224	602011.683	570655.9968	610363.336	601047.3733	576795.3733	33360.55613
919.7207_7.409	105105.5305	2887259.101	2607143.247	84474.82715	147775.5431	131203.4529	1078748.321	1881214.557	6761164.862	2358711.891	574748.0138	8718553.571	837071.8081	3536133.345	2683284.989	1676716.528	313391.2154	969139.0009	200693.1161	449913.9242	40720.46082	1529440.675	1767254.232	901789.817	458610.5527	2804170.287	5885339.117	974829.8453	1806066.272	36423.26601	35627.30122	39792.22457	40681.95644	1772619.776	1818999.934	1798458.934	1821602.281	1820388.187	1824885.233	1798430.622
884.75586_7.53	68612.87571	1599884.15	1133250.318	50547.47158	61894.83102	80624.9389	627857.2555	1243601.022	5567446.952	1312234.137	465757.8897	8076119.361	462755.4322	2154007.455	1562527.002	900617.9476	177948.9797	489336.0043	162982.486	233150.4764	48663.84085	838542.7009	677773.9275	644004.6373	242093.0746	2095343.749	3455649.429	687534.5852	855620.0682	46170.56091	47564.06864	50492.56167	47778.3368	1126613.393	1146360.038	1145648.829	1076680.248	1128565.777	1174487.954	1137707.624
741.6727_7.92	16761.58393	2710378.345	2127182.878	15436.08783	16872.37005	16220.31657	3219165.923	2441130.582	7932027.169	6160589.743	705754.9096	7039396.676	772671.1044	4464031.373	2615457.639	2041342.001	637808.3039	3289701.911	129145.1344	640714.4485	15119.88535	2750739.895	2512453.553	427477.631	775569.3058	2730288	7249966.703	546925.2604	4321179.32	13897.41915	15408.61206	14489.60505	13941.91003	1754628.812	1768036.612	1773002.262	1779641.543	1800180.785	1828552.111	1806894.513
755.65228_7.598	106441.1623	1214053.613	559151.2428	31174.04717	158568.5338	270369.138	831203.7581	2666491.33	7699869.696	3958187.463	2061443.155	7821266.043	518538.6118	2644730.348	1656489.841	1907378.112	277476.2094	713342.4376	1350687.851	229332.2953	30248.08163	1039166.714	1050755.879	252240.9389	679986.2415	1134903.884	2332101.442	579995.5934	1794131.296	30107.48597	30957.2109	31609.16022	30659.74912	1141425.065	1103983.574	1134752.898	1123679.563	1161724.743	1161871.064	101427.7548
1002.6351_4.502	51120.25058	792354.9909	585010.4787	51432.11299	97669.96595	127900.4834	3811709.169	1444920.857	5927999.567	7454473.676	953654.7772	3605977.616	2216268.643	4258739.3	2925043.484	768186.633	2605011.956	144101.0471	53791.45288	74718.23469	1707517.633	1513274.826	421101.0364	357561.2709	434044.3357	110358.3576	104716.5761	529824.5355	181083.8703	47878.03268	49300.09962	53426.60595	56297.39826	2252526.684	2229855.074	2282496.468	2288678.187	2282496.951	2304571.119	193010.838
484.41938_3.902	522518.9226	5448739.646	5532517.776	1359502.691	221579.176	39074.23452	586164.9985	4859815.943	74122.07613	4205209.186	4727704.361	33627.40075	56928.41239	56715.53802	6622307.776	1669419.699	5171864.685	2730972.701	1150888.26	207070.6937	50243.36348	49616.97385	94471.76947	288028.7386	73282.46891	259125.1136	31217.29032	55465.87954	39453.9116	30879.37603	32211.17445	35740.86269	37837.63319	2098544.819	2150896.013	2159773.374	2141271.636	2170944.31	2223507.943	101357.6718
912.75137_7.54	925950.0766	3060815.758	2329415.11	599972.9673	1039434.2	928575.3562	4866047.55	1581037.515	5009235.397	7115443.899	582135.8348	5439945.46	547037.196	3159696.237	1931325.688	2482731.294	1829266.311	5845564.368	3715520.486	1572944.569	129707.1154	2644577.295	1643154.09	608268.1711	3196708.736	2461018.709	2605944.927	338890.8268	3912978.25	69840.84582	80117.11057	74012.46005	72026.72066	2627589.106	2487705.549	2576688.557	2474492.017	2392248.104	2694023.936	349514.1552
363.18512_2.908	7464185.954	5293899.36	4784742.171	6943356.955	5266657.683	6311874.723	6253822.106	7534156.417	112860.8152	8876323.705	4596172.509	6574181.596	117418.1155	201478.758	6347107.173	7687539.899	5216825.216	5484523.042	6881936.858	6688515.898	7261814.11	6973660.526	6067267.189	4983898.118	5794247.207	5641663.965	7440298.006	240993.1355	5624326.484	19000.65829	17119.90054	45387.5424	39031.96028	5444990.061	5513386.631	5517997.616	5583166.904	5623593.961	5582239.488	297525.3599
720.56403_6.808	1248340.564	1040771.626	892323.7115	1313035.429	993128.8159	7377732.34	652663.3739	1594659.685	1633620.774	439938.6318	1244404.769	1383958.239	1288673.332	1499633.1	1243315.266	1263383.237	1083674.655	3131507.171	807416.3305	1030776.052	1000941.799	897280.462	926958.1546	1004979.817	1272794.828	1478037.745	1209223.112	987131.2332	997810.7169	1125363.503	1083811.446	617566.692	1313449.427	195239.5125	492725.3854	476556.2684	363867.5181	377587.3508	389058.9388	323627.4649
713.64127_7.564	10438.37454	2100999.029	1710978.37	10054.72036	58532.51641	11901.48184	4130011.588	2378006.1	7496962.351	8211783.407	698756.9081	6201054.952	909782.3079	3912135.647	2304955.645	2023731.66	921912.522	2900546.26	258668.2172	652723.9181	9662.649406	3119018.224	3470850.412	498544.6589	1077341.408	1337439.407	7374244.722	413497.5464	5826532.589	9032.940565	10633.21191	9592.902099	9746.543764	1527244.452	1521203.344	1558537.551	1543334.816	1517494.41	1666119.9	1566802.332
756.67269_7.392	165954.4414	209316.6504	496061.754	32873.80645	222189.229	181244.0749	160751.6081	1980770.082	3087430.086	1460023.918	462946.2064	6474299.289	206006.5067	1481045.203	1185198.939	2067529.205	65363.76587	402199.4723	829771.3497	103277.5579	47183.23436	1024494.094	558763.2325	401743.6564	302383.6696	812499.8822	2288784.711	386284.9801	186770.8733	27790.26109	27360.45695	30898.31223	32425.04842	841387.0558	1669507.048	956404.31	1371115.746	1445761.906	1438995.071	1338639.604
860.6755_7.393	71899.92697	274612.8491	459297.9849	73180.1704	70995.46053	74497.60521	2935471.345	620417.9227	4730614.269	5715140.806	318232.8136	659795.7455	1146373.297	3264249.119	2311388.867	274013.9826	1607271.293	112614.2104	78079.52455	88392.85291	388018.9376	877456.9888	261310.5158	202168.4543	108930.9061	72553.72733	102292.7714	151216.0259	195319.2703	51863.91675	51191.76438	56533.04346	59298.37971	950943.951	917797.056	604435.7024	791453.5884	897509.3064	850798.3155	869793.1281
1705.99606_0.739	9656.138738	10079.87264	1649013.453	10655.54508	11036.52861	7843.966822	10903.45983	12345.02525	10579.33287	10539.11147	12457.20415	7676796.757	9165.855964	541447.5175	11465.8648	1153043.159	11976.46519	30489.95948	10122.97404	10390.77888	11033.42458	11035.32031	11921.22125	9305.60473	9423.260169	12512.15237	14404.59717	11274.11164	273032.2027	9482.079539	9052.9712	10145.55058	11881.05665	566218.3748	583481.2236	566499.7741	572964.6014	563311.2532	565918.466	569962.9154
458.40377_3.86	225788.0277	4333581.819	2880883.676	1105907.032	37475.88078	35101.2373	1082849.127	4976169.577	35483.73408	2813324.967	2721618.197	30708.76636	31847.5266	32726.65003	7766590.46	1323607.962	2765438.959	2411187.873	1561805.038	239754.528	40707.88711	34348.12702	117831.705	122596.8869	35700.23841	416076.2197	30979.09441	37752.98976	49587.1375	30428.61379	30536.84984	34081.14478	33454.28107	1467039.117	1503368.833	1536635.688	1535873.305	1538278.897	1550589.705	1496070.334
872.63928_6.592	386144.0836	1519886.373	917806.1563	228689.473	39072.12289	456246.9147	3167679.388	2238046.055	5223198.86	3716436.962	760131.73	3350962.502	1216609.581	1718160.086	2935782.184	618393.8526	1516053.349	547422.2878	596938.4612	305570.9203	326808.7722	1788531.008	1834567.992	530892.0209	719390.2231	941900.0666	1535501.469	383427.4235	1002705.488	35438.58404	39078.21597	44028.22044	43250.18499	2354632.348	2346708.687	2393130.243	2587038.88	2499674.604	2148580.648	2411916.258
802.64218_6.668	81319.24001	2860389.819	2890307.109	87146.25979	118085.4555	144939.8958	2478917.325	1819633.355	6842290.739	3611785.222	789402.7266	5437731.886	1013993.475	3019173.702	2413366.896	1767070.451	708922.8251	643447.0433	782498.6358	478981.1367	274260.4843	2276994.031	2583462.675	719928.6257	805236.5902	1727763.402	4559774.668	521950.0129	2923906.769	76278.30166	51634.88657	65519.7981	80723.79239	1834083.183	1973361.258	1908508.2	2014404.953	1987060.127	1896168.653	179249.2715
860.67551_7.406	91157.76054	286927.5382	449487.142	89256.23324	86079.96488	89910.29087	3222841.67	666141.0037	5493439.837	6446927.434	89387.32874	745047.262	1010387.014	3812266.466	2277758.385	306941.3597	1620407.703	104877.3548	127662.5844	98960.24833	91191.68766	932849.2961	288372.1861	197336.0299	95215.92652	268226.8806	666096.4745	137238.9203	127792.1029	76941.95166	75054.98532	83858.18692	87971.23995	835484.7461	885422.7196	842395.2058	806019.8767	921365.7235	907419.7042	906354.5437
734.66745_7.458	632772.1406	2027446.405	1446519.88	383728.9434	334609.9293	748000.2736	3414043.833	3271942.853	6729677.06	6150715.506	1356213.577	4586865.944	965437.5072	4305632.153	1888352.679	2100067.11	1497258.666	2889952.282	3893875.814	741906.3322	126546.1532	2547806.351	2636649.306	499766.7418	1141762.711	794030.4752	7678021.944	569169.3317	3173540.991	56620.04393	54843.60899	58318.49635	53338.09313	1677423.079	1671291.386	1677594.938	1689111.23	1677504.738	1712872.966	163541.145
733.61455_7.599	46759.2033	46127.84536	43982.96355	46108.87381	219997.0807	63435.99312	58387.34208	140944.021	187086.722	7994150.383	73636.61176	63641.17398	44314.77046	6596731.424	47726.41231	682704.6296	588546.6663	44625.60692	62341.48859	41320.37942	40222.21073	734220.5489	53185.21958	269260.2884	334137.9709	51693.04781	50303.35809	45329.40704	57532.43025	38085.80528	38829.25617	39171.10837	38784.41515	544190.6365	542949.1336	561584.0177	561171.7511	554963.0243	558060.2007	553589.6236
784.68597_8.446	393203.5347	5126487.295	4647390.831	2409220.41	89697.66662	68633.16711	1679472.692	6639784.7	129806.5374	409322.0399	2302465.03	43586.14893	125630.2223	163755.6322	7461433.736	1991712.29	3499096.011	419035.9771	2338247.763	136388.0591	53918.74184	53429.71999	169023.2817	124935.1498	52697.40506	689951.2278	106930.6837	161666.6295	69840.02505	54400.63762	51354.3423	95435.20454	56289.49831	1384714.034	1424185.242	1356240.885	1416420.928	1436856.469	1428375.454	154311.9587
930.76184_7.542	40524.02095	1497456.595	1080652.771	37544.36096	47064.18547	41746.19261	379484.6452	1166571.967	5711896.244	1028909.859	140977.5505	10998778.71	168609.6744	2575158.958	1263339.881	299018.2448	107085.5411	160277.5713	102020.3284	148565.933	38855.49961	678240.4269	394990.9472	417960.08	171776.5274	1788817.567	4266334.743	313319.4641	447736.0591	36569.74873	41950.56013	38754.07056	37714.30665	803107.7753	797393.3734	803416.866	714197.7592	828451.2972	750474.6161	752415.664
842.59193_5.299	566655.0528	387287.693	376268.0858	686430.1209	374114.9946	743186.0771	1467525.532	1131643.767	3118605.378	4297325.619	463384.8674	1368757.038	493746.4699	2734120.125	1582788.351	1034849.413	591846.6799	1524610.639	6630838.216	109030.2259	101342.6455	1166816.89	1276925.459	331648.173	1576638.402	486977.7525	1122929.941	1139813.422	2352360.592	38957.25666	42515.49376	44421.6706	45381.34791	1582577.745	1603597.808	1614857.778	1598612.703	1594120.301	1665940.482	361545.5834
930.72575_6.902	44363.93712	3585445.577	1323313.359	52333.91897	116223.232	169534.8739	952022.8573	2562176.131	287809.0397	3229912.186	1635171.281	542082.3415	797354.0613	7106989.227	3680125.268	3873248.926	177570.7522	264625.5098	580712.313	687819.8637	65189.98153	1075941.258	712749.7892	898668.8553	319115.0517	3424900.42	7881378.6	1554919.458	157695.9305	38224.5459	40455.68627	40552.71114	44209.42358	3584348.519	3512656.277	3548493.43	2194545.282	3475607.556	3498259.94	3394264.639
891.68949_7.122	95800.12132	2831409.471	2037220.954	78229.11562	88826.7887	346864.7957	1857059.881	1765872.724	7106340.047	3248124.897	825844.1142	8309111.189	1030631.504	3704836.655	2462964.537	1638029.465	674707.3504	996356.4154	1192982.597	439197.1028	474221.5999	1801152.604	1838670.765	836055.5141	537511.5452	2115990.468	5682110.164	954840.3581	2404056.341	28962.28308	30738.76491	32167.22389	32112.88164	1760885.905	1661622.333	1759742.513	1772455.811	1736720.941	1732427.228	1734655.327
677.55133_7.326	106716.6906	121444.6362	56158.37012	186767.851	221466.2988	258664.0561	19784.40751	125934.5083	83682.4491	262405.7748	115012.212	130488.2666	128879.8651	7497746.034	92073.07793	136761.0239	111729.3585	129332.0697	40093.98124	151483.2168	141737.1213	273443.0767	236816.5339	262901.9325	257087.385	92239.05205	137365.7064	97655.70165	123327.4888	74619.49073	31552.57795	112952.6405	109093.9114	256410.2704	268756.6228	265529.5738	294010.5396	266327.0998	250214.4878	58288.14792
874.66569_6.892	373152.4108	1872438.996	1485610.536	466671.791	602199.5769	1535942.417	5741508.727	4409903.011	5830024.095	7349849.081	2586062.221	3438748.611	3628147.468	6795567.767	6603509.754	1938660.271	4954106.789	2442723.356	1689516.299	270100.8601	5693626.135	5302421.296	2838708.216	1607202.136	1163954.789	462652.7993	1352202.651	1077798.416	2213222.739	28025.85544	30761.79915	29749.58599	33253.85257	3340999.434	3407522.605	3467850.242	3349734.272	3401245.924	3493604.734	89464.96767
