mz_rt	6	10	14	18	20	26	34	35	43	49	61	69	73	74	76	77	84	93	96	99	101	105	111	113	119	132	151	154	160	blank1	blank2	blank3	blank4	QC00	QC0	QC1	QC2	QC3	QC4	QC5
1103.0672_10.357	117916.5172	733736.9282	270216.023	26072.36244	21934.40846	78287.07767	1229960.316	450792.6403	2857360.002	3325628.413	127530.7155	4151681.537	236685.7282	1390975.317	539368.5281	582335.8948	274690.0965	1115336.15	325483.5139	105868.6322	251307.8316	611756.5495	459661.265	239172.6145	535720.2111	808100.7894	1904236.548	113344.6527	751271.5529	11325.46342	14565.41461	10112.82258	10687.43724	854202.7814	844543.9248	861503.9096	847195.6336	836829.6584	856694.3766	841417.9344
830.66366_5.58	144112.6506	41312.68347	38020.82361	992758.0219	123565.9626	382677.5658	412261.8805	156022.4341	169285.2817	257034.3185	41149.26638	151845.7358	297167.399	146247.4185	61897.4163	1333572.853	62456.52769	986342.4577	3855006.696	199380.4068	33893.29613	207121.0419	1195531.551	39033.6173	1072433.73	39242.7215	56403.07341	195251.3356	3437688.864	220240.7648	236808.1767	218005.3632	200303.3549	612305.1487	618471.5663	606021.6276	622135.6199	604624.9018	619323.0482	620376.8395
888.75019_7.26	37618.08804	431618.5765	241343.5724	79676.97876	132382.9482	62908.96804	144180.8201	582243.0132	2216550.471	816189.429	187886.1972	3131509.962	159289.8289	650386.2669	440996.8971	496866.356	67170.39871	108334.3104	822796.0443	75066.22981	23035.12035	229418.1048	67892.77086	259132.509	179869.3726	485317.9601	1244958.109	269570.9947	575147.7273	16985.33157	18215.59703	17406.89345	18092.35899	403177.5756	469393.8384	478632.3329	472283.1185	460234.6195	449523.0216	456614.2293
671.40768_0.725	10980.34376	2599.960856	1006491.492	5724.755984	1863.224034	44475.23949	7927.383339	2190.22884	28539.59525	10294.6147	189262.8372	278229.1905	4918.029922	600504.3135	4754.474367	796736.2962	3158.048065	48940.74401	9493.502783	19180.38611	1700.309502	2769.250384	7374.989276	39153.14317	6329.969618	5199.546126	29507.45072	290371.7425	1009836.803	4806.199942	2850.912595	4152.577888	1282.686714	3021631.783	3067268.204	3095702.819	2404986.343	3018210.363	3208930.389	2912105.966
839.62436_2.412	35017.13849	40241.50551	35279.41983	62511.60373	712156.5957	48270.98941	75800.85526	37958.55631	3713345.474	66105.43654	39426.15223	37103.86805	48976.82937	48188.27525	58129.39341	53213.27847	14587.45163	26657.1798	59240.85052	46087.36456	49599.20716	50223.17375	41575.57644	37560.06722	49653.51171	139893.9732	26068.92633	60011.94787	42197.60403	55877.01324	54546.52105	57014.7215	52677.76078	222155.7212	232452.075	235316.5866	233269.9476	231407.198	237345.3787	234020.2344
1097.02001_9.773	31389.32902	753186.6609	348746.3281	50854.65681	34272.79251	138792.4693	1350185.433	310162.1821	757960.9986	878498.4004	359513.6777	3440105.937	440378.3512	780302.4433	1014018.504	195627.3692	463291.0372	251405.8807	116937.4281	198305.9286	989783.4353	784991.1887	522649.104	335624.5207	199848.4096	682786.4239	4060402.247	321004.38	304710.8107	7669.409628	8176.436479	7010.333334	7194.750262	754568.1361	761083.3205	749536.1422	778779.8856	755015.5962	738757.6214	760334.668
648.38955_1.88	2817258.326	674044.6532	1187559.516	1949654.775	1338775.081	1612324.686	1028305.013	885078.4664	211978.5628	961488.4039	917478.2637	411819.7487	69840.76593	176990.1239	1012298.292	1282481.233	618148.3123	459140.66	1010194.91	1821074.562	3793073.394	4104589.671	2653263.081	2165089.022	2395179.362	1577160.751	623788.0227	36324.92754	2425242.065	9808.557783	7592.447565	9719.175243	9361.123462	1048530.462	1092053.919	1023428.874	1074177.962	1051212.129	967306.4681	1065313.684
1170.98416_8.125	26077.41969	258789.1122	36241.47804	30774.55809	25471.8786	26482.79895	69211.83368	319689.4861	933753.3401	168369.1122	43145.98726	3545008.518	49028.53183	538828.6041	269885.797	89927.37762	29077.06134	39776.95588	41386.76137	27376.63289	28414.20051	33772.05668	33258.17976	92794.90079	29598.80428	87207.54003	879566.2935	77301.22964	46783.28741	23661.9241	26350.66279	24366.57157	26513.77946	228529.3669	238482.008	245553.9215	243351.6527	242293.1705	234925.7384	255250.3814
438.36915_2.19	3864666.765	2077362.096	2406582.766	3077798.297	2144262.747	3071039.049	3036228.524	2659853.311	11427.22933	3283435.934	2003745.394	2923419.072	17236.32006	10152.75664	2825173.67	3619121.581	2806638.443	2402994.42	3283058.328	2673360.427	3508525.77	3454413.176	3280816.555	2972642.483	2897859.193	2522696.652	3108120.523	10464.92158	2948590.414	6905.494436	7349.815767	7422.877249	7917.306533	2783870.539	2807424.091	2724617.516	2780304.945	2738215.615	2748506.138	2741023.533
747.60174_4.054	34979.09333	342676.3352	184350.8007	28330.46956	27255.37704	34392.49239	50610.67302	50779.41729	1986229.357	670751.8182	73352.54398	3725381.083	65483.50489	1068293.785	328000.3849	387609.3035	26473.65401	49524.28314	94332.63031	42376.15391	33059.85214	69840.57953	26520.80947	97572.47805	26178.24081	322829.7479	659038.8588	131058.6224	28070.13957	12339.24898	12617.63837	12707.37267	13468.92543	436985.9092	435923.2251	434634.9766	442825.3494	437980.6508	437090.9443	422399.3238
692.65575_7.299	197926.3541	320438.3835	164848.8133	267065.7456	136719.1886	184552.7911	630874.8995	889755.5151	2779360.036	3620007.918	644432.9183	3596140.684	147742.6656	1587399.242	267060.0209	393321.3772	506440.0974	983161.2384	801582.2261	145110.9084	314744.3464	672004.5871	446899.184	310743.0886	213843.2825	408037.9645	676928.5896	190498.9658	756115.7788	59025.08737	144115.6049	51167.35997	59735.94782	570555.0577	598038.224	630105.7884	572024.9875	578315.4851	564606.6123	591942.17
543.34313_2.045	2807513.864	2198393.813	1769159.89	3227683.963	2929221.008	3232200.444	2489330.7	2721093.563	127723.2524	1652320.236	1720009.318	1461173.101	66071.81869	66031.54842	2100396.165	3088312.893	1992539.354	1351296.191	2819493.42	3503882.393	3540051.024	3539755.317	3816190.796	2896713.672	3296236.906	3375056.949	1434046.994	44546.83342	3629396.326	12451.15027	12595.85693	12440.20005	14647.51601	2208870.982	2340659.562	2337796.504	2279111.081	2383862.499	2283926.053	2317805.702
824.65516_2.671	854548.7497	721421.5097	686380.029	1647811.46	434094.2404	1117627.201	1055296.419	1138721.623	15771.34994	534753.5343	752993.3264	529277.9864	16617.34835	28120.46484	1918658.164	1713974.174	2854941.002	1158252.03	1041664.25	1162007.037	1030941.132	3788527.103	1755247.013	802624.7455	1795826.991	2408991.95	967284.6907	9125.723113	1540169.529	10294.25685	13168.13189	11111.77231	10155.50973	741770.5733	679238.0393	778330.2696	671163.8067	660309.9431	765530.15	764456.3337
978.84825_8.987	15659.07106	291827.7593	204236.8834	19655.72219	15441.23364	36477.76573	3847403.041	220141.5911	862273.3329	1968643.402	213979.4927	2384950.223	593546.6978	601329.3156	1575770.014	113694.1178	310572.4349	264798.7046	19309.62641	24520.86522	238883.9492	668257.191	168824.7554	228279.0807	176820.0955	209040.9898	845057.4953	136928.7695	395130.6557	16476.83477	16964.3925	17455.925	18460.59082	778841.6648	683197.9389	762051.4862	726162.3691	739467.5377	743689.9953	418790.2944
836.77081_8.926	535155.5073	950699.4759	738444.7219	331596.1823	260209.2846	331728.193	1053753.478	2699947.885	3009439.247	2769097.498	1400303.399	2828857.454	642415.5806	1764004.258	1203570.678	935285.9685	330335.6402	441028.7464	506947.9692	391058.7596	404830.5608	866673.3279	595150.7267	629173.5989	542952.124	653060.3031	3936084.074	654594.8603	812387.7868	137334.2493	128937.1784	169085.2229	154815.4261	1069343.48	1153623.943	1140776.574	1151190.232	1164326.845	1149369.059	1153808.504
1511.35457_7.205	16081.96605	114949.4009	25358.35708	13208.09652	13019.40196	6607.847034	44508.02853	385322.2297	3787169.573	2887787.747	13782.86172	50249.50041	20822.34803	1320071.869	47725.99175	177127.9233	63414.12001	84581.36256	44783.24213	8163.069943	5974.460995	8001.824739	7650.956988	6445.473212	7335.784856	8262.042697	112475.5011	8269.38405	10503.65462	5936.914037	17405.19807	7536.770971	8899.626404	54229.1918	56595.74951	51400.54625	63203.06635	49405.41418	50996.715	53708.44539
718.53865_4.667	91793.36672	44223.03961	45448.64078	568108.8225	78951.43495	175952.7265	211359.0497	251647.3157	132679.4936	607118.3325	58715.35335	64686.36745	61888.08308	285286.979	93140.25105	1477182.032	44984.28766	699064.2185	3947458.457	49574.76081	37271.42231	130159.8403	595844.9151	41113.91484	753276.2493	57694.13231	66399.201	53261.40465	2357423.007	82996.43275	69185.35774	51777.57031	54438.87289	470712.3934	465682.5392	469010.4745	469613.1423	480811.6649	464776.5707	465684.1367
1189.03107_9.11	24496.17863	60855.70564	77100.74834	28812.45827	25725.36258	24648.0363	46244.80413	175414.0647	550515.3081	139142.9692	27150.63287	3824017.762	36812.95135	149175.4126	60802.32655	87919.62269	29663.22279	31855.24143	29678.38152	25982.40168	29405.0276	32575.14934	30346.51024	42962.03226	28075.48182	82364.12145	191165.7634	30412.64033	37812.04018	25827.02611	24406.84325	25975.86418	24318.73751	169631.7895	182272.6872	182887.7704	184406.5786	178954.1039	186258.5086	183105.0531
828.51652_0.735	83330.96524	67490.45574	2532860.788	72125.29963	59110.39949	325749.6684	112061.7741	124870.5652	19131.72924	82275.84776	698380.7907	8072258.313	84040.19386	2409196.183	58295.08122	2728947.239	60801.595	473394.6256	98526.00879	98094.75615	87240.89221	137357.8605	205718.8085	103118.309	80856.35959	110382.1683	131817.4178	360211.4884	1715153.486	39016.42216	49055.39409	49042.14299	37045.66541	3398444.875	3286085.147	3224923.573	3167286.522	2680989.081	3219823.641	3199459.92
446.40243_2.293	182659.4114	1846120.34	1314697.567	606715.5752	92582.87092	11193.8765	462330.0705	1832736.964	22006.09971	1360346.031	1537072.148	18601.39887	12003.98046	16631.12562	3026086.638	592265.0484	1392735.177	1233918.96	654317.4089	88083.41145	25780.03106	16505.64162	59271.91376	87834.06152	19278.84417	180139.836	35233.06528	15802.39693	28422.69983	43288.2974	36430.22479	29722.42671	29624.95343	760855.3057	729659.8557	761644.1819	766078.7528	743915.1776	836575.2059	743644.1472
546.36707_0.942	17954.50387	12382.8959	3127221.088	17263.44414	80648.11993	16035.64866	18169.341	16160.75815	96008.89854	18009.57729	579928.3886	24800.4737	24482.71485	8778.461947	12438.03206	3259649.135	11641.74079	17123.84734	12737.23729	140482.004	72721.83245	24247.39551	275595.2805	16207.0999	22718.88618	28715.52011	15405.97497	5862.128044	173218.2383	4607.901485	20575.19172	5187.37119	4949.117627	318831.1903	383003.369	447542.049	459297.153	459736.3915	474050.2975	462155.4454
544.36938_0.914	351143.3759	31419.84823	3002245.147	386836.5565	40273.265	47107.56281	74462.61767	303203.8178	300239.4884	387616.1712	484756.1843	115958.8894	312600.2081	61233.27225	38980.1284	3663189.799	228085.7282	40351.80779	479646.109	362762.6995	52289.7705	68469.1785	308706.0026	43646.13647	249660.2515	412536.9835	50725.16254	223032.7496	181726.1233	277015.9789	265883.8518	319543.7958	26960.73726	424343.9855	429759.1978	436649.3499	444994.8458	454787.7365	426379.7449	436755.2543
520.58172_5.862	59120.29228	30381.86047	340959.9411	90723.35861	76639.40109	145717.3455	218982.5909	146813.7928	3656759.139	416585.9009	188678.5526	81361.46312	446980.7193	3160746.845	97585.24639	199301.297	170154.0992	63200.27332	141238.4457	186349.1883	72782.81948	207540.0318	116824.1885	705853.0611	125515.4055	62045.7085	51435.1038	2718555.185	310703.9929	597622.6215	600655.9609	382972.8797	117719.338	108442.4541	158771.9484	144866.5232	147225.1841	137102.828	136911.8034	128367.2418
950.91164_10.091	281623.0868	641407.274	323004.5526	219890.4765	220289.9898	162610.5114	670783.3616	433335.2769	2892522.077	3919978.466	229722.4505	3605501.045	212151.3908	1341045.312	714901.6643	1137827.259	306915.3466	998800.4825	898707.0486	287663.8185	227948.4719	465433.8304	635700.4621	355944.0006	1014976.328	736657.2859	1682629.356	240537.8925	2136233.831	144791.4733	144678.4561	192247.3584	102621.4152	1146392.221	1156655.446	1154424.187	1173919.831	1024307.716	1147891.726	1160691.044
626.15951_2.435	1898471.869	868616.6625	1902970.142	2039565.475	1405160.567	1516224.165	2556578.782	1982766.146	179175.2465	2094306.554	1153114.318	1947750.836	133922.3972	122491.1985	2026673.188	2134645.864	2035269.962	1894860.035	1589796.473	1813386.158	1614074.745	2447499.694	1827666.261	1490106.016	1652215.061	1663858.468	3636927.727	116018.7289	2194698.646	169134.4251	182184.0963	163290.7439	150622.2176	1723983.84	1752253.185	1808067.797	1800269.851	1770110.223	1853640.085	1810774.547
1077.05181_10.385	140039.3529	701084.3579	331860.344	24810.37116	29562.93423	109312.6238	675622.4369	341419.4498	3659002.437	3054760.104	110781.4242	2494816.377	214320.1134	1651296.365	796426.7233	856239.8282	185432.1294	460315.981	388372.1365	177535.6571	226779.3841	828288.9576	344592.2024	246868.8893	691485.1875	1111983.469	784263.6511	80268.74451	802378.1763	12467.12475	11045.9108	10811.44167	11642.97363	976591.3344	1124784.947	1113584.756	1106327.996	1111751.338	1127445.601	1019744.854
908.90096_9.759	32371.48985	256474.3803	376075.4545	61572.90099	49869.69565	69858.96209	918896.4609	142427.4776	1623200.658	3939730.751	26498.95472	2170240.3	239210.606	1106780.128	75817.22707	898911.7842	378343.861	1137314.313	195584.6922	196359.4579	155526.2819	573138.848	1653444.03	172761.8089	810518.9439	201156.4051	1229731.354	74947.49143	3156623.382	11516.00421	13156.74829	8986.758213	9827.569175	910517.4256	912120.405	900167.4253	926563.4804	912868.2894	911148.6892	897268.3137
871.7429_7.369	53484.71255	512194.1036	401893.3736	73955.50873	76483.81366	85717.33164	174731.5231	386374.6064	2222823.331	864306.0528	190766.2859	2935264.103	215152.2932	999602.9303	771916.5366	413347.7176	78747.17807	211760.5626	258428.7958	117903.2037	39368.76653	433565.1625	224091.2844	348109.4107	255606.5557	840153.782	1387200.61	231840.2528	681540.6772	47764.59269	130932.8002	50966.20499	65595.18544	601835.0922	811178.0513	526677.4129	577058.5026	642106.9048	611602.5736	560557.6099
866.78084_8.127	130808.1824	201998.2554	40533.24219	47790.98572	45934.58964	659895.9585	107855.4692	595840.8654	3911023.421	1583926.144	105885.0411	581724.7251	107588.8002	892492.3487	138872.6755	284197.7493	51318.62693	61436.54508	77679.78739	42564.61686	145696.6512	84308.46218	68024.7808	90275.3568	327676.5791	78853.24552	457218.6484	64371.92926	418378.8597	85409.44767	44292.59164	68408.82702	125589.6244	330565.2527	320291.6193	326226.3009	340980.2475	362137.2178	310351.6845	325859.352
970.91629_9.967	208813.4406	154360.8625	109825.3692	52133.35712	42847.54573	133726.9611	752696.1243	31521.79996	3559016.575	125865.0685	427722.7586	63750.54805	39906.22779	725931.1277	1865320.545	26303.90118	439456.2729	121388.9808	312457.9707	224248.2032	360545.2741	204296.4108	617476.6974	476306.7453	1327923.178	1346802.784	392535.0759	536325.688	131642.1218	73977.45812	19836.17796	83331.67182	25047.40841	228479.1334	215930.5424	249669.5468	286971.1559	232507.6522	275586.8659	145228.1013
918.88514_9.905	266962.3208	418129.4267	664728.0871	279750.7889	155713.6956	45142.42382	680721.9771	511370.4384	1554894.044	3394292.607	331568.8789	4267721.99	564353.3035	1099245.785	889925.616	898490.8658	929073.2846	1680758.698	460825.7099	107053.0513	181503.927	389343.2024	442241.7524	107235.0399	452068.909	544834.7971	2338130.45	70828.00492	933661.6782	221408.2498	202145.541	101768.1058	207781.6327	1007062.023	1076094.824	1046061.556	1044107.316	1034654.807	812599.3307	1028161.372
1073.021_10.094	73965.81395	457249.4197	43780.88506	28598.87348	32000.20112	75064.4993	635694.724	136279.9996	858202.8926	1358360.554	57889.28447	7687957.67	185833.1458	455016.4165	573003.4874	370393.7857	248285.3844	301368.8774	201949.4119	48455.60792	196710.747	356411.5398	249275.4422	127869.023	384311.9145	436266.568	2558782.327	115049.2074	593326.222	25135.11502	20376.96476	26301.62366	34608.63355	472567.762	519638.4791	489202.2351	487824.9064	197488.6706	481509.8106	521603.8526
662.57261_6.637	381206.4001	215449.7825	222714.3204	167772.1876	157496.4071	545399.971	993716.6101	599708.2452	3602369.086	2253814.482	97554.64658	1257262.904	191115.6835	2213656.433	703942.5615	446587.326	595752.4227	1152026.452	1660153.816	133085.5472	468212.9963	3081793.382	3777297.193	338505.3292	1252317.553	245718.0235	581973.8177	95133.27847	1358446.308	47626.89149	138619.5929	54340.49081	63143.0642	956155.8981	911030.5098	936348.2382	940099.9912	954279.8017	959122.5981	962366.6715
1013.60854_2.044	2113878.589	1086733.869	1121267.684	2648177.973	1826021.805	2848550.812	1410660.382	1626548.031	85596.48739	460054.0377	790618.823	558836.3377	44129.85331	44252.46377	1143805.469	1867901.923	655100.6131	456471.5884	1722021.676	2526513.043	3678682.186	3596001.767	2791354.077	2609283.081	2990744.813	2154761.134	589200.4897	13217.62301	3420528.385	8844.273081	8947.060789	8836.494947	10404.39066	1139704.538	1202079.021	1150244.348	1156654.841	1175393.125	1196228.388	1054262.701
944.77024_7.833	26041.88275	297545.5989	94650.08271	30075.40908	23250.93992	27676.05532	3776587.338	91242.95278	306393.7099	1328753.912	56959.2268	1432821.311	127029.0792	78085.49088	674812.8577	70135.37238	397035.23	720094.8097	79201.71903	91195.06845	2723334.327	312225.1575	1559867.088	60881.94948	142807.5043	113918.9801	836843.4221	64030.01046	231578.1581	22201.45453	29824.96776	27066.83081	25476.95165	539075.4599	543756.2204	557803.3185	562474.5106	559617.0906	536614.6081	572696.6365
288.28971_1.169	1868603.36	2322831.153	1749602.234	3735629.127	3554813.572	3675438.524	3015074.739	2366343.361	2306267.352	3612634.824	1840138.817	2508743.388	829708.2124	563967.5997	2183863.835	2751720.262	2135350.234	2334219.554	2823339.15	2674831.186	3467731.081	2736487.583	1918369.92	3273209.566	2326045.947	1941323.638	2861082.444	198731.4206	3945953.331	147365.8025	155055.99	217854.8031	210954.5115	2501624.54	2779541.93	2690970.314	2747334.797	2718202.278	2699236.216	2720435.05
1042.60569_2.488	3269532.338	2955015.517	2446528.423	2993480.396	2121390.906	2988517.123	3107219.131	3007719.195	10892.68748	3716330.645	2484473.754	2470337.89	9382.585607	9884.229476	2829070.919	3291050.811	2865822.116	2658661.098	3274059.168	2585399.519	2604579.447	3087819.932	2774031.421	2408920.372	2717351.867	2267628.351	2429087.769	7232.252074	2375139.414	9400.1663	9548.507677	8497.759099	9547.310463	2682276.989	2655626.16	2649821.907	2659855.246	2624599.453	2649566.827	2660286.889
634.5777_5.087	641807.9997	238757.7067	628052.8518	98660.90834	222975.1339	31353.37723	160015.5057	58847.56635	43735.22879	55340.56773	57152.23734	1438627.93	288626.9822	37440.04733	889925.7723	36814.11802	254295.2636	1876105.644	303995.7819	95800.65883	28395.86843	31037.34166	37629.40849	25808.59416	30442.1601	56502.23306	3972846.205	32785.02677	41805.60045	27244.74911	30019.21093	27606.8299	29233.89963	287691.1094	398672.2196	331392.9465	330892.3026	327514.6617	312895.3884	326038.3342
904.86887_9.465	356761.5774	403925.837	357761.6836	91364.54199	206587.4306	19276.17726	1261212.886	353649.3959	344301.7707	580545.8024	220183.3302	424169.3826	158975.1367	128128.798	607465.1952	232499.6661	863778.0906	2280641.024	196486.6871	94667.4839	177685.868	1130463.535	3191864.304	385730.5096	290406.6009	93260.58803	4053039.588	62185.98518	2798942.539	32278.23518	34204.9374	29831.87255	36684.55569	346471.4455	266952.0558	307973.4426	290225.7667	222820.4844	233604.883	280122.5713
1082.58447_0.743	2221.47352	1834.057391	2376425.1	2274.888231	2280.990582	16361.20582	2869.090701	2013.264592	2995.337977	2704.507709	19809.97975	280762.1104	4499.809871	1453821.504	2584.021606	1500661.354	1791.949291	24683.94577	2764.898981	4631.113253	2363.162806	3434.201706	5988.428344	5096.807379	2294.925707	3887.851688	6024.236726	23018.20579	4015342.757	2232.776683	1692.39928	1875.619667	1712.256223	923206.3041	955303.02	862243.5154	931163.0966	941886.4927	943942.1627	925690.1743
918.8845_9.419	119414.3802	269037.505	919456.1312	64546.95865	139726.5734	66454.96916	321426.2503	429093.6614	795856.0967	2346663.864	119986.2614	4484000.049	112763.6145	878939.0475	653013.8773	291912.1199	191207.465	1539733.506	371986.4584	90256.63875	66006.15203	828999.3873	1895053.482	266295.2891	976080.2534	158776.3331	3155368.002	383388.3279	5857451.288	22322.46463	25723.82207	22009.52604	22095.15387	520323.0985	567326.9752	230410.7956	550157.9403	693920.4444	529127.6495	702382.6969
952.91807_9.567	55167.46025	295939.324	156062.7804	60300.87504	13269.21671	67119.3598	266627.7172	307187.55	1375854.391	1924641.761	128554.2489	3723224.733	151597.586	1166350.895	322137.6859	382492.7786	95153.88883	154745.3041	97014.2534	78573.85852	168056.2026	297515.3617	400031.2834	149965.3847	249515.2583	263079.1735	1082412.404	104686.1873	448948.9139	52456.56243	49244.00473	39810.95086	41307.30929	399718.5227	408996.237	407321.2485	407521.8171	407719.9608	417489.9715	400407.9463
1010.91148_9.729	79894.51043	524136.6516	144375.6123	25114.69495	26280.04393	46110.59621	1137056.146	42238.5867	439911.5896	392843.144	29844.55071	3127831.48	184221.7664	154315.0985	861197.6099	148287.7872	386105.521	692406.3375	56482.19768	66078.2602	1085978.789	475205.3811	666039.5398	134553.3772	202700.1953	332981.8817	1174464.159	62730.20015	793759.4314	26385.98306	23599.14104	32688.64152	23766.13907	334704.2682	412067.8662	390458.1693	418732.0611	380598.1332	417498.4078	609020.4478
400.37853_2.427	508242.515	1140630.749	1267772.048	1083047.847	956730.0775	279492.5855	718725.5623	997657.8954	1135964.446	1421480.843	1082617.69	2158143.567	1009846.321	957879.6393	2614865.723	451483.7386	764966.383	3203411.167	1704255.21	755818.0862	262277.9936	162311.3223	328197.2611	205001.2134	253229.6908	703879.9138	3618702.767	428325.2854	368949.8774	716666.7009	715732.8577	701291.4851	670925.761	1362924.902	1341963.503	1355321.828	1428325.809	1367976.04	951428.6499	1191562.6
916.83421_8.826	28581.37073	1522381.573	204812.176	30964.62648	33261.34134	52548.20481	1792724.597	361153.2189	1245649.679	1146739.194	284069.3789	2313546.391	266976.053	704983.2036	1328487.359	92186.60192	436127.5384	373802.5041	84643.55846	151948.0446	534417.0059	982990.6232	712247.8623	508170.0761	220128.4533	1033900.402	2848596.992	179887.1139	679804.72	25444.2225	26984.47832	27125.63589	26612.246	906289.8213	888613.4331	950931.435	897783.5916	828015.4039	997228.2579	922818.4261
520.33999_1.819	2035132.769	306298.4764	325892.4717	704450.4191	1066097.532	67065.57484	380193.9537	388515.9825	567657.4923	880827.6841	326386.3709	413296.4828	448672.858	322481.416	385863.7566	390897.7335	1670496.73	3753497.071	1078152.245	88891.89986	20018.11365	26924.35187	107424.8251	18641.45941	47511.05554	66709.8877	1309644.457	42243.51995	115099.596	13913.92913	14221.45301	15906.66764	15989.84422	579359.2114	589322.5203	595698.6701	584635.9648	576806.8749	591040.0855	593492.9533
488.35831_1.75	96682.23164	61813.98275	73025.90539	61586.98049	52380.26218	3856560.957	58592.98514	103142.4619	174222.4587	171235.8805	121071.9855	172122.4185	155251.8841	78088.87146	105671.0462	100684.1399	124135.0018	122573.9409	66121.43263	92089.95133	40143.5853	73481.22672	54685.99189	269597.067	198436.7756	190060.4955	188677.5583	39740.80112	300790.5507	40988.81414	97047.64131	50645.7266	68394.38571	347807.4451	305818.5386	311451.5901	305012.6082	314686.4	348835.1024	327122.4015
950.94829_9.939	36429.61135	153330.7088	149957.7261	4964.377104	33967.36548	49790.0481	478828.4629	176167.9759	609402.3138	2862790.427	101219.5986	844333.0089	121272.7542	487893.9655	159456.2181	415715.6165	240418.0134	434648.3711	61861.9696	114588.1171	132304.814	331530.69	593725.3843	75068.16906	314519.937	82469.45141	374167.5445	29942.84083	1271362.576	13989.20802	10997.32203	4874.595188	4697.073482	428089.7309	430021.9865	425383.9131	436214.8634	432640.7797	423587.2375	503011.8473
1262.01149_2.342	4159519.982	952106.6933	2060701.401	221571.6134	100354.5028	68370.34975	1058692.804	1236957.089	53250.00763	4915893.54	74343.81825	2764509.052	31849.87798	55424.51199	132554.8448	136967.0671	2075563.434	1632839.761	2535260.603	2316474.963	2571912.544	1321566.048	1826305.729	185123.1595	1723142.576	159129.7748	345990.3295	19964.76384	971709.6681	22774.2265	21517.60889	26653.98662	24696.17272	1085576.662	1096089.002	468765.0821	1130469.475	1232550.004	538942.3874	1384958.246
948.85916_9.239	17666.62938	491634.4731	111849.7076	17274.86284	173371.7484	937981.2902	89258.14529	5090635.619	479860.63	520184.2154	97979.8219	1604016.539	31967.8909	502834.3975	432531.8001	164365.8001	26493.54358	49005.90125	55735.00173	40310.32614	64482.92959	70125.80046	57272.63369	128803.4155	162048.5207	304824.3836	839307.65	71345.77614	236252.709	132546.8253	132848.3858	48213.32999	16380.77787	376186.3993	311915.6453	329783.5781	296750.9777	313014.5185	290613.4403	350424.8013
1183.87609_7.206	37465.69786	439919.7716	579644.2309	30257.75952	33043.66511	15855.39542	1753265.462	289800.1894	2509175.66	1750137.27	16941.291	482842.6635	175107.6614	1457959.446	876479.7384	217067.0423	196079.2985	3258015.659	102645.8838	132249.3349	14587.01766	690299.6862	525407.0198	97515.20947	354904.2791	214873.1626	2225198.137	137351.4737	2059223.694	14251.93405	32985.68237	16709.36695	19310.21138	483080.7987	595024.3003	617750.6622	631665.8147	595255.6862	569679.3049	602734.484
574.48599_2.407	307842.7072	2464805.096	1603204.031	2280842.593	68131.32107	13855.05102	1306885.007	3043928.358	35820.34314	1240957.585	2222575.987	23603.97637	16607.70189	23539.96236	3694232.484	1386178.404	1380206.029	212076.762	1303992.647	104455.8482	11138.54221	11000.22216	85003.15021	36934.76803	46325.97191	821194.9915	21381.09358	18492.41758	20361.19071	12667.45003	14776.31625	15696.65282	13932.80644	997146.0505	1038891.372	1037577.679	1008677.399	1026407.075	1027396.595	1031910.214
948.82255_7.203	48289.40822	609845.8713	76225.01336	39980.02853	39398.30563	56987.22979	135728.5734	1614928.935	547724.8438	3261826.7	260140.5055	178978.0719	147127.6103	2983073.391	145768.9518	991749.1168	105898.6702	256963.3755	134481.516	24539.45494	18672.34372	203734.1423	22768.11742	65509.88756	1019058.25	32173.0998	403191.3537	25725.76634	31409.33595	19976.72925	91931.96276	28036.17149	32565.30637	612436.3286	617594.8308	611161.8259	640368.199	615669.4312	604284.874	605185.0166
932.90041_9.54	32229.11589	846284.9305	87827.99695	17557.67494	50994.48387	46413.81102	177748.9372	163996.0523	3244292.547	301976.9935	317272.8874	762737.9751	722704.886	469122.0908	742290.9002	90877.99173	257638.513	880754.2275	27144.16208	30809.73604	564513.7781	755150.6396	1361932.827	278320.6323	75618.31547	188781.0292	383747.0676	82485.12558	2611113.091	18299.1165	17810.95846	18495.19212	17979.83591	448814.81	237141.2982	476926.0509	503912.588	356995.0758	280907.0174	472852.5679
804.64789_5.336	40480.97707	26138.68565	110268.4422	469143.6935	43179.98527	137917.7076	389231.5702	422589.4637	108820.5262	1181587.186	130744.9119	876869.0788	49924.61857	701822.3735	138872.0456	2126777.073	68918.70566	1405347.454	2646722.287	111122.614	26183.6046	296794.1886	1484414.931	116031.0154	631147.809	128000.1344	95281.47466	29197.97231	3872819.557	18460.17455	25293.32436	20396.24693	21550.52048	682479.4416	663335.3093	664283.4637	658555.5513	654492.0438	666737.7932	667707.1004
1118.74001_1.574	275213.6387	134933.5522	77823.69815	63228.9124	93561.31302	3702251.643	138348.3301	234947.7151	295395.7101	131020.5451	143369.2293	179195.3657	135119.5134	61178.22584	77414.28614	320067.8831	153126.5826	147754.856	125824.5081	137743.5143	69775.62891	107659.9592	50752.80827	120004.1861	131242.0203	58372.41026	126029.3838	56810.9345	54744.78839	27899.68257	30729.83602	29593.53758	32953.22086	331727.4982	336716.913	332910.7301	331545.1146	334289.3027	339049.1862	316897.7499
