mz_rt	6	10	14	18	20	26	34	35	43	49	61	69	73	74	76	77	84	93	96	99	101	105	111	113	119	132	151	154	160	blank1	blank2	blank3	blank4	QC00	QC0	QC1	QC2	QC3	QC4	QC5
934.85931_9.709	471039.7526	158323.5815	429482.8238	184593.7985	156083.7988	38791.7318	522888.6894	358507.2734	1001541.995	424283.5498	78501.31436	665044.4394	464746.9304	474982.4022	1061582.007	227517.2962	1837994.744	2183133.037	792354.0794	69811.26219	36194.88332	23208.40894	24219.79428	38171.30989	26441.25811	26884.46847	376997.3718	18483.02646	17843.61195	20969.68677	17581.72018	17694.39241	20359.16234	338849.6187	260833.3123	336709.3333	335095.4508	329468.3604	253308.154	359910.2234
630.58238_5.538	261586.5778	223890.556	280115.4061	132538.8946	224610.1347	10714.85895	758948.0112	616556.3946	857426.5996	788802.8099	79428.82171	756770.7727	341535.751	1169608.506	704127.7383	460535.6888	1187010.856	1588389.424	948980.879	52503.19009	10017.25309	21029.0733	28642.37877	11165.91268	18353.20213	87028.62394	554130.8886	28358.61803	28611.12959	9466.934286	9928.456694	11461.4423	10421.63972	509843.6125	521381.9645	521129.6169	520106.2737	524494.3873	519426.5742	519152.4729
1719.32453_6.986	402064.5978	295254.2001	295458.2992	178345.1044	186959.1443	8525.023991	241127.2046	183008.0222	49287.94678	1234883.395	95221.77856	700401.6958	35490.61523	52407.17364	355611.305	420422.5693	466161.4144	690068.7582	425614.4166	129940.2899	10165.03034	11167.89913	13701.25631	7729.945579	8851.445623	82225.36183	696490.5714	49794.29136	13301.08442	65683.76475	143013.5466	176227.1512	85045.06008	143624.1289	185899.1961	195699.828	195434.6185	201867.2889	189672.5454	193963.559
737.78662_7.736	71285.63764	207307.2167	305816.4479	22186.78018	47865.49797	104526.2776	455351.0357	277419.6497	1122374.657	1627704.567	96257.39382	1657280.941	535051.2893	996213.745	772358.6193	377816.1694	244412.1689	880250.8874	209932.9101	83662.04352	224613.109	467392.1944	751151.2946	98780.35934	255996.257	341341.7618	615221.0342	142419.2893	751558.6999	190551.5228	50493.52446	15645.34525	61113.13672	443341.3353	463241.8438	451445.6955	463013.7503	462868.3503	461959.1125	465108.1521
1066.6107_0.732	11130.6222	1154.613377	672541.5361	1818.708322	2615.155003	1187659.96	1565.496797	1400.867476	3691.254824	1400.520371	135124.4416	125573.5538	956.3171193	6829958.774	2083.187712	848319.6354	1887.979197	18092.01849	998.7618517	63200.93177	3845.327063	4261.833347	7017.922899	307.7493553	10587.4142	9548.084974	3289.908654	458.4313583	936557.1928	2368.476891	1887.855892	2145.205099	1946.781904	1093696.656	1248872.94	1259452.544	1316236.766	1302639.177	1038869.365	1277731.128
627.53524_4.537	8423.206801	16102.26705	25597.90162	15236.65341	9300.732743	11304.52566	384150.2829	148877.3258	1497577.728	1081422.591	11424.89087	276104.6844	15859.58192	1408646.507	73795.59134	176313.1583	20310.03355	206128.8683	185366.8618	8795.615796	10033.10989	184693.0057	43579.00361	8921.847842	113714.5994	10225.09125	18777.66453	9731.172476	410370.4314	7415.11839	8243.353918	8394.624209	8527.109032	228422.1224	231813.3637	230337.5822	231780.4514	230236.5936	229817.4925	227980.9142
766.70777_8.29	11524.65586	12332.72995	11318.47856	12211.91509	26208.69896	24804.79415	17482.84186	393843.1267	801672.9217	1666557.792	275095.5462	23839.79475	287171.3543	554580.4649	15794.68194	233586.8229	183084.4971	14546.48425	27101.39406	10232.30798	21427.48812	352316.0785	13322.71747	167548.2326	556773.3505	12334.10954	17532.41165	12604.13566	16580.90659	11397.04894	10831.57345	11428.098	11189.32296	141585.2539	145294.5386	145919.8346	140061.7357	140254.99	139289.0102	83698.67398
472.43611_2.241	298554.0383	328619.5144	377769.9665	164197.7519	424772.3956	31147.11845	1265266.614	511325.6162	1480070.521	1468933.483	187799.961	804749.889	373019.647	785191.0164	519398.05	819623.0286	566426.8819	1080291.62	832842.3887	220949.4999	34195.58116	21933.77546	105302.2229	27243.24601	29039.57248	200351.4995	796603.091	121057.012	42091.83074	41879.47401	32714.79747	38759.90067	40486.67711	522470.6978	490673.4908	543099.5876	496443.7755	524866.9792	570991.3553	511275.7486
431.42066_1.639	195477.3678	188996.0967	562184.7992	121189.2178	201399.2023	56614.38061	74772.79092	150475.7194	662669.43	319545.9252	309331.2251	397903.8366	409423.7913	145524.2286	122418.3048	75050.25952	905241.5682	1000834.378	255129.5667	97904.30471	79686.55687	54436.03446	82026.01818	53720.75359	45970.63313	81782.65004	1380443.674	56890.45955	79031.12081	43115.78763	48380.95551	54141.76301	50744.46208	315078.8026	311370.4886	322867.9925	319560.3323	314719.9255	326790.5866	331046.5355
896.85558_9.726	25461.88666	96543.59076	49179.61183	13273.44743	10199.39044	32092.3611	101619.1713	74328.13352	751873.7368	783600.7119	30576.67113	1522173.739	268516.7709	569427.7042	109572.3035	205963.6691	23777.33725	22211.3468	29954.48966	32970.32227	46995.42906	153808.0126	53157.60474	41853.92446	56081.69185	141456.9622	1358887.229	23707.38875	83894.96384	28482.64036	11961.29674	14154.94085	14206.32355	214194.9125	201006.4232	200261.8985	197704.2761	200411.4725	199047.3016	172627.5953
896.8276_8.213	9683.442388	12491.64995	10921.27289	13240.30423	12037.39273	14056.54278	14486.02209	14175.81587	1543697.355	70089.76415	27080.66065	161865.9129	26292.02304	382870.011	154836.825	31236.40551	12147.60584	15673.66241	12719.19271	12155.71371	9843.563282	16186.13098	11307.41326	25905.21543	11922.27435	10064.78256	206323.4858	18760.25711	16578.4365	18076.836	19652.91122	17199.43093	17666.40383	75171.7985	77333.18398	80083.51793	78997.55941	79324.6417	78268.4814	79015.09681
916.72192_2.462	1441670.435	527823.7113	476273.4996	1175718.74	572276.6743	412140.3157	698034.0469	803023.2629	185239.4833	1381779.812	513918.823	840891.2198	130654.2301	117756.579	561370.2624	681309.4145	762816.3094	650184.5777	625514.9137	846979.103	727498.7658	856276.4958	748493.4599	523719.9708	564006.4295	479972.9681	1087550.524	119651.1035	752490.1143	154949.5616	166904.7909	149595.9747	137989.9247	777880.3163	736029.6907	747293.279	550895.1215	634294.3998	740755.3543	727516.2979
806.6833_6.673	317122.51	112544.875	140186.5066	101552.1418	190668.0691	418705.3019	770982.9072	130551.6717	892179.4213	457015.5244	102815.7107	330020.068	59494.89676	224479.1191	66650.30775	260033.1929	193649.8263	710443.9004	1130831.367	38458.97769	281347.337	334827.9229	584193.2709	66215.84044	687789.9659	88389.74914	536559.418	28743.12245	862731.2523	18849.99744	61216.82556	23873.82253	28303.44783	374393.432	330376.3557	362579.539	435187.2193	346077.0675	374627.5463	301597.0364
730.61977_5.654	23023.3297	273791.9073	360778.726	94957.85065	53583.21939	25071.28045	123722.083	246341.3494	1353911.789	232353.2012	81083.53842	1275465.042	185274.602	511831.1474	339990.3041	70131.85752	36300.48391	50634.54177	55331.07662	56892.78624	23493.93743	137643.9347	143225.9536	78050.29166	43250.65741	147429.2403	1130449.673	130528.322	125373.8318	169191.7034	175954.9283	205927.6183	174877.295	264815.8704	274086.2972	309343.8297	286775.0995	283339.8043	268024.585	275467.0698
941.84978_7.368	18740.7552	109048.3274	124158.1635	25237.80886	16833.47507	30106.45117	54540.24135	77518.09969	474390.512	230868.9244	35065.43252	1286118.176	81321.73883	300189.5975	59431.95025	96040.0665	49780.1434	84599.99921	23365.46158	17870.13774	13918.92282	87727.3637	94286.70139	66181.86998	42930.25207	85189.34401	354242.8782	49623.61867	138559.0762	22964.02647	26957.7345	23831.49596	25437.59393	109275.1489	115861.9869	117428.2382	123249.2086	116486.0851	112443.005	118923.8489
1004.95804_9.727	44965.34497	221405.0577	69639.40714	29320.28236	169857.1374	43173.03375	430084.5265	282273.4658	752983.6505	455530.1222	460399.0148	1571823.161	116307.7071	681838.1981	1465337.739	297058.7363	89831.66579	86224.7023	45356.81402	44581.62655	222625.4571	134158.4805	153838.2152	570724.6344	85693.8287	128913.9966	670296.3031	65820.25706	133329.4831	36990.43403	20454.38302	28332.64113	22047.96565	266965.2009	259541.0143	265020.0385	274330.6752	270951.5378	260162.285	253064.9029
922.8796_9.337	219003.8599	530311.2385	341445.5195	110145.7741	388194.648	141532.3749	492835.8693	892991.0184	1162820.282	1527779.472	199035.3362	794682.7845	273395.1093	559699.9837	332012.4346	934028.6527	117539.4163	299543.3305	125068.5078	241092.1079	247499.2188	449877.3437	463889.9234	354605.3237	382085.6604	239923.6548	1298258.753	268856.5657	855153.4347	109174.0904	110145.4507	108175.0661	101237.5643	420109.9355	519353.8205	457276.0532	441523.7021	425757.8457	494651.645	452760.7891
1519.46944_7.919	10969.41001	13068.21793	11837.56552	23674.44148	17016.40571	11824.52846	16833.02601	218045.6828	1659259.901	202673.39	26529.09505	20626.78558	67967.24893	867971.8656	16440.19915	104390.42	13477.63642	15759.96427	15931.23824	19264.54524	11877.17744	13578.91959	13401.40061	10975.36593	17509.15202	12903.47018	18720.97034	68656.84566	18763.47737	77385.98533	53725.15036	69704.6466	79787.71407	35569.22236	48726.8473	49588.41698	48304.26941	48109.88642	50947.9905	44637.32324
1192.80208_4.185	956502.6675	530773.5062	592276.6783	683911.299	538231.3004	637989.9402	689792.0147	626103.678	248680.4109	1576617.676	662562.4714	896685.8546	236389.8878	273100.4208	730068.2254	1176966.632	560169.3153	621497.7212	699234.7957	725375.7782	775014.2442	820432.4682	658613.2631	572055.521	582798.1533	739078.0718	396643.4716	146834.9969	715236.2977	184811.7789	184058.985	202665.2336	183930.225	671916.4337	674612.7512	681728.1892	705370.3036	689633.8466	677088.6859	685066.8873
492.2513_1.486	1331561.885	910071.3592	994655.0742	1170160.217	1010878.429	1015611.188	1059252.596	994709.5427	32621.68606	1027843.761	835247.9674	1160250.797	17438.66872	16201.06208	1028333.014	1180871.047	806120.3696	880091.4626	1350798.357	1032984.466	1523784.646	1252723.19	965550.2194	1088462.877	1047266.36	964164.6037	1364003.233	6713.801903	1048661.589	4544.017289	4714.459513	5119.732581	4702.340811	957573.2182	993231.6605	1010506.566	990633.0486	976388.1674	975903.7676	977602.1551
1194.8809_7.482	34077.2228	216524.0275	223551.7232	88249.59158	71768.05316	41202.46691	548091.6423	119101.2015	1277463.17	626975.2683	60722.12221	317931.0759	174698.7285	623929.1272	363447.1895	75128.4084	48285.20968	828065.3393	47266.89479	60049.228	51264.7645	482191.4758	291720.6824	63337.87339	136712.8319	169281.1426	1246976.724	88064.19795	1361347.017	179534.5153	132721.4682	211784.4655	181763.7077	260186.2709	318995.6931	320325.7222	320752.3023	312373.7622	319028.144	314939.8394
731.41213_2.555	299346.8466	150149.4423	123916.2478	240304.4625	142236.5041	284986.5283	273054.6075	177649.1007	82564.88861	143761.0992	96102.3018	156501.5537	7446.963398	10433.34127	207148.7017	1627470.843	268438.8985	145436.1574	144666.226	174581.8932	185056.4944	202919.9618	120383.1958	107171.9727	168285.8839	284627.4164	183610.1575	60105.38511	138560.0632	5799.294892	5529.958295	5862.616543	6116.35733	132275.7344	132975.1646	143390.0907	128218.0093	140265.0891	121784.6118	119038.4868
838.58858_1.858	15662.24181	8997.878222	12420.39666	7380.810562	6854.797591	1045783.421	16270.23367	10401.51666	63776.97203	27378.96978	24568.55537	20281.79465	149385.8951	36300.085	11698.32068	14346.55662	14088.59588	19149.61563	15916.57898	67147.65713	5586.643448	6251.356964	5552.135889	107947.1353	141869.6903	6941.90735	17543.43668	28785.09042	6187.534784	5931.915385	6715.463008	6801.512326	6632.230834	52423.87516	133396.0254	130547.9692	126314.342	132858.6432	141990.2545	147481.8564
739.52669_3.811	432630.6836	493142.7157	443320.4484	535576.7642	430308.6218	634590.1189	743161.3832	618463.6726	18347.31538	1402985.333	474297.6231	177861.3311	20273.29245	16992.74328	551842.811	634458.7973	441815.3336	644798.0668	689455.6413	520138.114	536521.1741	693756.6043	538957.2515	418792.4181	474628.5199	622284.8088	648350.3042	10017.95249	648734.8324	5681.316362	9242.109219	6830.500578	7693.57716	460503.0343	475910.6049	521857.5932	535010.9311	502489.4978	533598.0957	523187.8177
954.88466_9.299	40903.43512	297754.5034	228511.6765	8033.525993	7676.879604	8703.3017	327456.1789	122258.8829	186539.7662	538281.5893	102347.7593	242884.0566	63555.79104	93845.15849	283720.1448	198881.746	71381.59293	467019.9864	11212.05557	129797.4979	79517.8762	403706.3764	45930.39387	107558.3234	149723.7176	81213.05263	1010414.101	113031.8575	1510541.764	7243.340311	7532.326958	7372.769853	7462.294839	242745.1764	226327.5208	240855.0482	222933.85	35671.45048	230740.1502	254712.3361
589.32747_2.285	532553.7311	550420.3871	274635.1373	387332.1049	804152.935	454580.4085	493615.1294	313312.7194	155406.7875	415212.8335	235095.1082	171572.2798	79651.66168	131552.4067	312410.5985	345422.7841	324834.7356	219271.9651	520157.4059	734679.049	1548314.785	1247411.967	665263.2813	780932.873	597430.013	862510.7801	232795.0275	29262.91166	440537.4495	17377.542	15425.47086	18982.32791	16382.17258	534900.023	367333.2738	477822.6907	488652.4737	489318.8136	513934.1737	500342.1334
1105.57725_2.134	1498218.322	821622.9467	512274.5982	651642.6441	892661.7977	933032.9812	1180814.265	641344.535	15157.2636	1199920.167	470599.9262	736018.9699	13742.15196	13579.55099	689803.9134	734008.1973	730771.2609	474435.5704	1236406.155	920157.7642	1047584.265	740116.8762	720620.8571	513733.1225	542964.7611	1115111.307	794877.571	9025.422157	633230.8607	11018.34914	10710.96251	10363.20427	10794.6388	811259.4013	815032.172	798508.6142	864379.7805	834447.6402	832162.6343	870804.1087
774.6795_7.111	289333.4541	649668.0615	593559.5809	303964.4564	55504.99422	8876.221401	56513.19449	566812.8223	26956.03669	60336.56168	557914.6671	15810.16609	11033.35289	19504.96823	1286086.125	184095.5036	773617.4069	116306.2982	337371.0038	8947.87093	8837.143758	11866.21145	10790.68581	9414.643262	9990.234724	38424.27773	12412.10902	10014.02317	12731.60545	9158.965511	12097.42308	10036.28571	11374.92433	146434.0626	146407.2606	147989.5492	146667.3267	152230.3428	146780.9607	111477.738
772.68532_7.114	313446.9298	47868.94372	54729.79172	45774.92369	73112.82412	59932.27083	62613.38034	681067.8028	24776.13562	67911.42543	37671.86612	14739.44644	67330.30169	17588.75637	1697068.469	208069.2844	948031.581	124483.1741	40392.49509	40843.85368	42916.63497	10039.75106	7578.54389	48233.0017	33132.72865	34261.49708	29247.48706	57095.12829	10860.9298	96697.87444	58074.34737	93890.45652	70797.33161	127840.4063	137093.1855	139500.7772	122260.9223	135413.3772	134148.3638	139834.4088
682.56249_4.43	9084.857128	53913.89391	177367.2837	9775.417441	9117.341747	62695.40842	772512.1581	947396.9931	1443650.782	1485657.283	146558.4629	979375.7451	251235.132	468709.8239	497085.418	105258.0252	215169.4656	55408.16166	23039.74987	21112.96284	201808.4816	278974.7197	139403.2661	77095.41749	71697.50202	65355.45759	443165.4094	145616.0078	110652.3768	7182.627534	7326.580316	8318.229731	8242.083121	353522.1591	350714.7903	351789.0563	351583.792	346670.9983	360504.8315	351408.9578
931.82829_6.91	14476.63796	123159.9518	59309.44556	14621.9406	15366.74332	20093.37245	50694.64656	282447.0112	1463164.047	486252.6213	56444.7736	290834.3485	43979.57889	693896.4172	58038.50204	78955.85695	18310.27504	51619.08586	40636.81636	15096.536	15296.45763	116604.4692	50686.21422	34625.29882	45791.87748	50788.54128	162992.6409	24146.89597	97558.42633	11659.39462	93676.64535	18089.63613	27835.93851	57695.07973	58029.70368	57714.67978	60560.46185	58295.32677	58434.323	57926.12995
826.54413_3.763	28245.89396	22172.98982	66457.2827	26158.20817	22179.17938	26654.16244	34261.28132	32661.25966	863896.4358	1501521.817	18071.3243	25136.80498	18530.52713	292744.255	27122.28171	30428.66686	22516.84554	62173.44565	26406.02013	22120.86962	24608.79563	30662.6882	24821.61302	19815.50812	20064.05515	24236.66367	76896.74145	14791.32075	319431.398	14405.2381	21479.07847	16084.93836	17612.73663	96117.50696	97501.4375	97824.72742	97949.33634	98388.59501	96495.573	97056.374
1184.83839_2.604	17243.17226	12625.97644	14274.20973	15083.56645	11992.83435	1583873.583	15506.6538	15610.98176	7751.192142	20800.05142	32369.62487	15375.00426	34276.16483	7186.185867	15835.10042	17677.14498	13462.69021	11087.17502	14773.90431	28422.23266	15890.4018	14520.07074	12885.03391	70886.22111	95133.09417	14055.27961	17463.36462	5346.574664	18130.89816	5196.566718	5684.924113	6530.860496	6254.752904	66559.66545	66241.9766	65635.43921	67309.57641	67542.72529	67237.67673	67922.63658
918.64766_1.941	148952.9089	420900.2083	255499.1026	176862.8598	428890.7916	73684.61355	310131.7697	276574.1494	26023.45867	324367.6158	122106.6862	528269.9262	20714.99931	17254.10298	351027.6956	381126.4499	357889.1191	205970.507	279194.9184	190573.9836	40031.2517	29475.31132	25672.72905	28001.7447	20756.84992	257359.797	326712.4927	5385.514376	33975.06483	10772.35831	10295.2237	10378.45402	10394.29842	464518.4097	438662.3875	441129.2085	369228.1698	454273.8006	655762.3287	506120.4171
1317.64034_2.174	764101.4136	343712.3639	460145.4945	942861.2982	641584.8726	999642.944	569785.6248	967555.3335	4897.246228	865549.9691	489871.9937	556499.0055	3871.620054	4153.1401	795808.2023	1377072.857	475115.4966	463845.6697	1055480.796	1034092.899	1068513.864	1466031.915	1171210.969	646696.8881	974865.2546	675331.857	814038.3114	2336.565925	973165.2634	3007.854817	3115.537536	3213.882967	3357.350386	475439.0947	740843.5114	707637.837	739053.5181	765180.235	692309.3585	759023.9738
807.8284_8.144	182910.6074	186652.5547	232618.5806	110176.3409	150051.3638	175355.0866	290392.7567	327981.4024	756197.1274	391677.9601	138467.6963	1679372.573	74510.84702	297986.8702	245437.1675	320286.6191	171872.8863	628132.3793	1058996.645	57725.09066	29376.82021	282842.5638	375331.9938	63635.34497	290642.5819	230086.6556	360530.8476	59547.08121	617300.0701	12760.65181	17635.28758	14339.93794	13448.20889	279603.3672	355850.2527	356294.6332	346142.1543	340666.6783	362361.9966	350526.1838
968.84938_7.081	21358.44863	144866.0912	57180.03117	26481.63541	21282.42546	22244.98015	36192.92239	231442.9121	1265310.523	1343124.066	35429.47994	287347.9282	42323.66962	727523.5349	48398.69916	297606.4755	24726.61727	26713.86499	27949.1057	24239.80856	27614.27032	40567.75054	23239.25464	50370.0109	335974.1325	30573.32945	98562.0406	24486.56382	31549.791	22859.72187	28247.67558	27182.53661	27600.3554	53706.27741	62997.56492	69071.64042	65022.69642	64532.7057	59909.63699	75107.44946
398.39929_2.475	120534.0257	337892.1593	523440.6536	106759.4958	199873.5472	41445.76958	366471.9106	360780.9659	1496841.44	959220.1721	346574.8415	1052591.194	504139.3203	525422.6907	405766.0726	516713.2626	961964.0892	1428412.486	405726.1916	189212.2792	68821.2566	15462.74954	17043.26172	22652.8375	36205.46154	101597.2674	1389621.17	99920.1884	22902.50336	119499.8964	69086.47901	81480.77952	149272.7615	451480.4485	456162.3735	468694.4954	449794.2027	451671.3507	457402.7211	450707.6342
615.45763_1.178	511104.3693	392889.3698	580146.7341	421011.7751	703058.9514	474718.1523	465658.2136	480345.3275	602341.1599	537920.0298	341868.5153	463110.1678	330589.1077	442616.7775	699977.9215	549686.1351	219865.6577	975022.7505	772679.5641	463419.2449	566279.3169	477043.354	454542.9064	381903.4801	463208.7985	1508426.16	602917.1809	52423.24938	377025.689	36328.40886	22590.5843	21084.25	60157.47257	437537.3091	420863.9246	446875.8047	443852.1979	436052.0109	445634.8548	456247.3629
603.53525_5.575	18996.99743	23555.55586	24427.59519	163575.6015	22618.35236	101401.441	49263.05563	35637.10137	65993.8134	641690.0223	20700.30043	130894.5638	43284.38044	68675.07352	42336.85142	342237.1952	29337.53464	237375.9055	1828555.146	20334.82117	19063.49762	43785.59259	338121.2373	18550.07349	287926.6919	23322.30006	49503.53829	23122.28605	1365452.846	40764.71025	42856.60153	41093.66618	38845.45082	128558.4259	77128.23701	144275.0025	144597.16	151042.9189	125795.2393	139539.9518
1100.89748_9.368	28502.28733	84981.07093	28479.02318	28763.11307	27736.82205	55776.27089	345682.9906	102291.0426	2030268.425	1763013.31	33545.24234	542381.6922	43228.99762	521372.1994	274872.9043	116482.633	50651.54157	142442.1766	146352.5567	30530.76734	48687.36751	606803.5886	746516.0285	95064.38928	406761.8637	90774.03785	171908.3662	45452.94384	83507.58069	32807.32937	34052.86706	31777.57749	34564.84547	335020.6214	333340.8269	334162.564	217245.8764	321886.7813	326542.9356	298331.3448
218.19031_1.24	840808.087	688614.903	651708.3477	1291294.505	1085652.138	1373621.025	600374.8706	909555.2904	11342.18015	964457.8476	678412.6144	1155060.236	4966.701784	11403.41738	932711.5696	750793.4859	424698.42	1110347.811	1497625.693	569165.3297	1529361.504	1391759.059	832037.9849	1049626.814	644560.0229	801836.7377	1460327.612	2626.077305	1184819.742	10750.91306	2503.98283	5756.809372	2707.825503	972348.8713	923711.3395	927388.3364	928902.3181	922839.2474	933536.2148	924636.3104
714.64352_8.619	52519.41474	55667.28627	33799.7764	61982.14241	71287.87672	41551.64937	30068.11901	1207063.575	48754.59266	65985.40243	61734.86722	1305242.093	190899.4659	147429.168	75785.40709	73009.57553	57894.84531	82354.24684	76835.45018	52622.52914	49564.17031	86483.71455	52144.28272	1510396.084	60177.24717	50438.76643	52457.88101	144866.024	64580.65083	82902.15668	21178.74363	91756.662	81707.51115	32405.97717	32520.2562	35234.04444	32567.42769	32307.83483	32722.30969	33667.90315
495.30273_0.733	2883.051095	6762.39305	613257.6231	1508.267384	2291.437109	7745.889647	2428.547649	2289.870322	7845.432098	1684.411286	28072.0765	839341.676	2747.637957	1173.447444	1830.707478	175915.8854	4886.592893	494.1902815	1795.496233	8137.491757	1425.841217	2305.485942	7293.306464	3869.785328	3994.780925	2567.643098	15539.01218	37594.1783	253096.9609	2060.317983	1642.229847	1866.095742	1693.489086	871587.4273	845033.655	820852.4472	842572.5367	959509.7312	850259.0977	796573.5659
608.63475_7.358	37467.13952	96736.74985	146065.6746	84584.23103	32598.91609	52712.19351	356742.9522	139011.1507	1009001.666	1515884.803	70492.07797	925191.2131	352380.6181	764263.1379	330822.5181	230946.9606	147864.4344	442439.4609	147524.2073	93241.68876	151918.3051	260507.5323	357783.9756	62786.89519	127061.9171	144618.0358	388769.3516	118691.387	393532.9524	108537.5191	65166.65295	152563.2349	137643.7454	292017.3576	296957.0618	315178.1994	304076.8964	308614.2009	311852.2638	311234.7197
774.67938_7.191	78081.0999	388400.0838	445657.2135	254279.7887	39910.23206	12784.99706	194498.2691	627116.2733	101037.3996	113750.1967	298677.1587	101156.7435	42420.58043	94374.56681	1425363.721	212749.415	519741.1795	163225.4626	186179.052	15544.76941	11681.16262	15665.88225	14622.62458	12341.77088	13946.87661	47847.28059	81352.71717	16565.12115	20265.77308	12168.48264	70063.87757	19211.62805	22174.64943	119583.0497	117832.1566	123575.3101	118372.4474	121558.9458	117796.6788	120559.1676
778.41978_3.55	1488757.95	890939.2067	815431.333	1028877.049	665077.2636	1091343.905	1088065.96	861925.0496	18744.4355	1403526.575	734182.4027	902037.0929	17095.96581	17858.11668	913964.4275	943211.71	657609.8053	800273.7956	957461.0864	807165.0999	940685.0407	909763.5767	756101.8449	726603.7435	726644.6174	1054165.538	1171572.169	13933.54358	819551.746	15007.90724	18234.33863	17755.04061	19996.18825	882034.8142	874746.3131	871517.0803	874119.0813	865188.0708	876514.4111	876340.8958
298.31049_1.662	141332.0227	253472.9312	235752.8725	160857.0217	84183.37479	57412.7786	400899.7784	331789.7722	1575558.1	1008351.463	261026.4341	731865.0317	303409.2656	731065.4694	353809.5707	197275.2147	361958.4299	529437.0899	441600.9538	117471.1378	24323.48278	15928.81523	63890.66149	77293.12482	15223.8617	150703.83	536083.5188	286692.9339	21311.26175	44664.96085	61246.66883	128040.6881	48666.18034	406158.7	174756.8927	405169.4548	378532.7637	375997.5515	379147.4435	395277.6519
648.59326_5.322	368984.767	233502.5941	292445.7845	136241.2116	239517.392	44812.72936	266348.524	379328.1394	1406483.139	965442.4749	169487.8861	477864.2357	395092.7931	462072.2782	34481.62207	267397.3327	1406748.9	1384263.479	295186.5847	27743.2704	46719.59861	47886.49716	24005.08603	38972.82315	24883.32392	49829.26127	594806.2344	39182.43275	44326.96663	18821.16592	21067.50797	20989.4114	22177.25359	375238.7799	377539.1101	383358.3132	381975.7188	381244.0394	373716.0803	384206.7897
849.77366_9.059	652989.1072	591925.5101	1127391.699	97730.28614	260190.5951	7941.825188	144077.3149	189406.6263	948337.4122	1414849.266	269265.8763	280325.5587	463273.6808	225973.8838	767347.0555	465309.8784	1677338.695	55838.18472	181269.1592	55907.3899	8591.33566	285371.687	223186.9522	74384.63755	8912.705727	55749.84251	866005.4032	34802.7163	10556.93802	9550.691272	7864.501126	8588.70195	7915.579241	440137.8354	115908.4805	447759.0065	198253.6989	370541.7171	383987.4003	383808.5575
1086.05204_9.118	7517.840823	19649.2576	8159.667337	8824.512519	8383.780809	7973.384297	14327.25397	31850.41521	174837.891	16952.39224	8576.513733	1580011.917	11285.61175	39172.30136	38009.48264	33992.10633	9975.231822	10917.67796	10180.78431	8936.134122	9086.619885	10893.79822	9739.5406	9620.252526	9056.762581	11462.86472	91875.1036	9938.36247	13595.58192	8829.120945	8262.484087	9386.371866	8427.292314	101427.9925	92888.68746	96988.68346	98205.37815	99300.69431	97182.22545	98033.55288
742.53935_4.822	21391.76816	111737.6062	34323.68598	21061.76073	29149.11551	63196.65803	55415.07019	44322.73127	637943.148	376586.8861	22625.38376	817216.2104	68120.76797	595162.4037	50601.95355	35307.92437	34016.17459	48193.17881	1284664.872	16179.07914	21056.0043	85247.51046	278215.8251	18641.46765	230330.6105	25401.71559	42708.52293	49007.96681	643904.8462	9486.026468	14221.79518	10849.5126	11896.06736	320190.5356	312557.2238	294618.0486	351084.5679	332815.7832	334912.6678	303309.1609
938.80152_6.766	104142.9463	60266.27731	359823.9608	49033.28939	73382.60258	16807.55047	173212.8006	418799.9915	607475.1115	267104.3439	100656.7955	1561990.944	68148.28655	154205.6209	72291.92517	139559.7145	284959.1329	372685.8563	162320.434	28463.15677	17574.4014	79737.99652	20887.74373	111256.2092	16850.85169	81157.55208	312800.0881	39029.54514	22186.09079	14830.98137	56518.48867	19649.53169	26338.58575	104940.0143	85679.06914	109034.658	116428.01	86287.45003	113384.0821	86218.57032
1100.0672_9.41	8564.917798	21492.42774	32877.04683	9694.161912	9341.274242	7686.395203	15882.30987	74851.75834	332738.0288	29349.16751	9716.403522	1539055.767	18752.50634	26245.87777	38366.92059	30132.79379	11933.83273	14667.57822	11356.97619	9887.990506	9509.974796	11290.60534	13116.01082	11150.75081	9496.87973	17792.11211	68364.58755	13608.68456	14096.1774	18403.86461	21208.1303	18145.86087	18216.45715	98106.99022	95626.42989	93828.1676	93778.00166	99475.68131	86914.26737	91266.36518
948.89335_9.322	263901.5271	418798.3316	201950.7296	38835.02802	100281.0512	85868.25683	640034.368	1041145.305	927578.7381	895237.789	97418.72106	942449.7397	1252039.392	763030.7219	368017.8077	400247.9896	232057.2323	120469.8857	82383.50279	65596.86002	224519.6068	240838.8784	284463.6691	330828.6952	217432.2512	328312.0017	1097245.662	285937.1448	269341.9891	39494.61238	35902.44732	44518.4774	52957.64704	399681.6659	412275.7087	450840.9125	420005.9561	427313.4574	425175.3111	366712.985
722.68152_2.109	147228.6656	258086.3101	445509.7296	100689.2582	108685.2301	10141.04626	272948.8778	155408.9594	343640.1789	480657.2172	133617.0016	1230145.035	384690.5848	286479.7424	477458.6441	63930.26188	180212.1716	1212955.479	200603.379	114060.6947	11975.73842	9869.090025	15849.52678	8871.317177	9860.715541	75355.68683	1398678.254	58359.56404	9600.332041	5908.378061	6078.040789	6930.501435	9725.226339	287514	298588.1713	309764.5246	305465.7944	313629.0347	301383.6059	311024.3069
