mz	rt	IonMode
3423	990.94276	9.725	Positive
3424	1056.8201	7.358	Positive
3425	281.13839	1.411	Positive
3426	664.5516	6.251	Positive
3427	558.42119	1.157	Positive
3428	882.45873	1.206	Positive
3429	638.55104	4.005	Positive
3430	1372.1698	5.603	Positive
3431	850.51363	3.477	Positive
3432	1311.85064	6.416	Positive
3433	891.81578	9.234	Positive
3434	1020.04128	9.641	Positive
3435	934.85931	9.709	Positive
3436	630.58238	5.538	Positive
3437	1719.32453	6.986	Positive
3438	737.78662	7.736	Positive
3439	1066.6107	0.732	Positive
3440	627.53524	4.537	Positive
3441	766.70777	8.29	Positive
3442	472.43611	2.241	Positive
3443	431.42066	1.639	Positive
3444	896.85558	9.726	Positive
3445	896.8276	8.213	Positive
3446	916.72192	2.462	Positive
3447	806.6833	6.673	Positive
3448	730.61977	5.654	Positive
3449	941.84978	7.368	Positive
3450	1004.95804	9.727	Positive
3451	922.8796	9.337	Positive
3452	1519.46944	7.919	Positive
3453	1192.80208	4.185	Positive
3454	492.2513	1.486	Positive
3455	1194.8809	7.482	Positive
3456	731.41213	2.555	Positive
3457	838.58858	1.858	Positive
3458	739.52669	3.811	Positive
3459	954.88466	9.299	Positive
3460	589.32747	2.285	Positive
3461	1105.57725	2.134	Positive
3462	774.6795	7.111	Positive
3463	772.68532	7.114	Positive
3464	682.56249	4.43	Positive
3465	931.82829	6.91	Positive
3466	826.54413	3.763	Positive
3467	1184.83839	2.604	Positive
3468	918.64766	1.941	Positive
3469	1317.64034	2.174	Positive
3470	807.8284	8.144	Positive
3471	968.84938	7.081	Positive
3472	398.39929	2.475	Positive
3473	615.45763	1.178	Positive
3474	603.53525	5.575	Positive
3475	1100.89748	9.368	Positive
3476	218.19031	1.24	Positive
3477	714.64352	8.619	Positive
3478	495.30273	0.733	Positive
3479	608.63475	7.358	Positive
3480	774.67938	7.191	Positive
3481	778.41978	3.55	Positive
3482	298.31049	1.662	Positive
3483	648.59326	5.322	Positive
3484	849.77366	9.059	Positive
3485	1086.05204	9.118	Positive
3486	742.53935	4.822	Positive
3487	938.80152	6.766	Positive
3488	1100.0672	9.41	Positive
3489	948.89335	9.322	Positive
3490	722.68152	2.109	Positive
3491	862.4357	1.151	Positive
3492	545.29099	2.199	Positive
3493	770.70555	7.667	Positive
3494	632.39756	2.085	Positive
3495	659.48188	2.723	Positive
3496	326.3418	2.393	Positive
3497	503.25614	2.278	Positive
3498	747.6387	6.27	Positive
3499	968.90108	9.848	Positive
3500	277.14659	1.969	Positive
3501	1023.83179	3.19	Positive
3502	714.40968	1.538	Positive
3503	1158.6722	3.054	Positive
3504	630.58185	5.317	Positive
3505	1267.3672	5.995	Positive
3506	790.64018	5.623	Positive
3507	875.78324	8.633	Positive
3508	932.93667	10.61	Positive
3509	1022.91094	9.355	Positive
3510	361.18331	0.787	Positive
3511	989.65427	3.177	Positive
3512	861.87464	7.922	Positive
3513	936.87467	9.743	Positive
3514	990.66651	3.178	Positive
3515	1004.92151	8.523	Positive
3516	460.39978	2.024	Positive
3517	795.82836	8.306	Positive
3518	689.7289	8.132	Positive
3519	531.27462	1.988	Positive
3520	503.25596	2.277	Positive
3521	506.49353	4.722	Positive
3522	728.6896	8.15	Positive
3523	808.70273	7.202	Positive
3524	841.67767	2.909	Positive
3525	1686.54864	8.766	Positive
3526	1017.96196	9.749	Positive
3527	960.73924	7.182	Positive
3528	1205.06135	9.347	Positive
3529	944.77045	7.981	Positive
3530	1000.99872	10.947	Positive
3531	603.53512	9.188	Positive
3532	524.5405	4.578	Positive
3533	862.51344	3.515	Positive
3534	577.51924	9.485	Positive
3535	1522.13699	2.195	Positive
3536	915.5282	3.148	Positive
3537	1059.8389	6.589	Positive
3538	427.42588	2.433	Positive
3539	934.5288	5.857	Positive
3540	915.81576	9.056	Positive
3541	940.83309	9.275	Positive
3542	776.69513	7.529	Positive
3543	588.42922	2.56	Positive
3544	766.55951	4.622	Positive
3545	358.27097	2.011	Positive
3546	624.59299	5.153	Positive
3547	906.4797	0.747	Positive
3548	1129.0835	10.299	Positive
3549	1428.34865	6.64	Positive
3550	924.82349	8.083	Positive
3551	1016.8641	8.137	Positive
3552	822.87907	11.289	Positive
3553	893.62506	6.889	Positive
3554	684.65031	5.28	Positive
3555	534.43748	2.677	Positive
3556	340.32102	2.597	Positive
3557	890.84498	9.572	Positive
3558	614.49965	2.793	Positive
3559	471.37249	2.061	Positive
3560	999.87261	1.904	Positive
3561	1014.7245	4.876	Positive
3562	603.4971	1.911	Positive
3563	972.93157	9.576	Positive
3564	898.53801	3.492	Positive
3565	784.66656	6.981	Positive
3566	1008.8955	9.668	Positive
3567	355.06998	2.45	Positive
3568	1030.87957	8.143	Positive
3569	1211.9071	7.482	Positive
3570	698.49905	1.455	Positive
3571	976.88925	9.458	Positive
3572	942.64758	1.978	Positive
3573	766.69234	7.997	Positive
3574	848.4981	3.475	Positive
3575	610.54128	6.162	Positive
3576	506.26693	1.49	Positive
3577	1012.85394	7.103	Positive
3578	757.49185	5.238	Positive
3579	682.67132	7.31	Positive
3580	960.77096	5.876	Positive
3581	639.64032	5.171	Positive
3582	774.6461	6.35	Positive
3583	636.41668	0.777	Positive
3584	666.3688	2.771	Positive
3585	641.65596	3.638	Positive
3586	1157.04124	9.755	Positive
3587	912.63403	2.118	Positive
3588	974.90257	8.956	Positive
3589	579.58272	6.684	Positive
3590	632.59788	5.986	Positive
3591	988.7883	7.381	Positive
3592	754.57484	6.174	Positive
3593	992.74499	2.863	Positive
3594	1007.81506	7.36	Positive
3595	852.80179	8.595	Positive
3596	874.72495	6.807	Positive
3597	958.71915	6.33	Positive
3598	632.56159	5.225	Positive
3599	750.69786	8.141	Positive
3600	962.54598	4.021	Positive
3601	907.77267	9.326	Positive
3602	938.73483	2.61	Positive
3603	1072.03634	9.118	Positive
3604	577.51937	5.334	Positive
3605	1283.27004	9.496	Positive
3606	930.60525	1.985	Positive
3607	662.64516	7.168	Positive
3608	670.61377	6.452	Positive
3609	1140.09813	9.363	Positive
3610	530.34795	1.73	Positive
3611	833.51526	4.364	Positive
3612	940.83288	8.264	Positive
3613	946.91681	10.128	Positive
3614	814.54691	5.926	Positive
3615	575.31166	2.284	Positive
3616	1131.02607	9.779	Positive
3617	540.90311	2.818	Positive
3618	590.35112	1.837	Positive
3619	1094.98967	9.342	Positive
3620	1046.60714	1.853	Positive
3621	942.88505	9.83	Positive
3622	857.7571	9.487	Positive
3623	749.42229	2.308	Positive
3624	769.54688	2.649	Positive
3625	980.90009	9.438	Positive
3626	905.90122	8.178	Positive
3627	1014.76712	3.283	Positive
3628	768.68714	7.137	Positive
3629	1300.39028	7.912	Positive
3630	682.63512	4.453	Positive
3631	693.68772	4.537	Positive
3632	683.22546	3.191	Positive
3633	456.27459	1.462	Positive
3634	458.32226	1.845	Positive
3635	707.57007	3.192	Positive
3636	710.39503	2.173	Positive
3637	1263.88292	4.178	Positive
3638	1264.89586	4.181	Positive
3639	762.07423	2.196	Positive
3640	794.54781	3.285	Positive
3641	518.46021	2.495	Positive
3642	1002.8039	7.381	Positive
3643	1570.29579	1.449	Positive
3644	526.51983	4.436	Positive
3645	615.37115	2.564	Positive
3646	778.7109	7.851	Positive
3647	960.9677	10.864	Positive
3648	937.70029	8.83	Positive
3649	1097.02093	10.304	Positive
3650	860.45676	1.214	Positive
3651	964.81726	6.832	Positive
3652	780.65123	6.871	Positive
3653	800.63832	2.242	Positive
3654	662.64527	7.288	Positive
3655	1410.42898	7.063	Positive
3656	944.90042	9.686	Positive
3657	942.56593	4.171	Positive
3658	695.35889	2.176	Positive
3659	1588.45836	7.46	Positive
3660	1099.03606	10.527	Positive
3661	446.29584	0.81	Positive
3662	942.88503	9.127	Positive
3663	547.26934	1.788	Positive
3664	999.57556	2.689	Positive
3665	730.7054	8.305	Positive
3666	385.26301	0.919	Positive
3667	605.32239	1.882	Positive
3668	1400.02981	1.062	Positive
3669	792.78083	9.593	Positive
3670	848.79699	9.252	Positive
3671	1305.21755	9.748	Positive
3672	806.64811	6.756	Positive
3673	1590.1303	4.537	Positive
3674	605.55047	9.528	Positive
3675	876.55938	3.807	Positive
3676	1172.6879	3.184	Positive
3677	950.9477	10.563	Positive
3678	1098.05167	9.044	Positive
3679	641.1698	2.592	Positive
3680	716.46546	4.339	Positive
3681	969.90438	9.351	Positive
3682	732.54694	1.433	Positive
3683	704.55911	6.11	Positive
3684	804.78109	8.177	Positive
3685	496.88911	1.322	Positive
3686	552.49917	3.609	Positive
3687	1026.97874	9.469	Positive
3688	496.47275	3.19	Positive
3689	430.25896	1.483	Positive
3690	836.79882	9.496	Positive
3691	630.61895	7.129	Positive
3692	996.89526	9.572	Positive
3693	514.46531	2.853	Positive
3694	611.49451	2.373	Positive
3695	740.64059	6.672	Positive
3696	1021.99308	10.095	Positive
3697	513.34558	1.301	Positive
3698	391.23025	0.796	Positive
3699	763.70722	2.251	Positive
3700	998.98355	10.644	Positive
3701	810.68215	6.815	Positive
3702	1107.02651	9.918	Positive
3703	1030.83531	7.718	Positive
3704	876.83832	9.384	Positive
3705	588.68013	0.739	Positive
3706	511.28318	2.689	Positive
3707	626.60859	5.907	Positive
3708	1143.00438	9.431	Positive
3709	665.58738	8.036	Positive
3710	810.77014	2.226	Positive
3711	383.33099	7.499	Positive
3712	830.78784	9.263	Positive
3713	878.85356	9.474	Positive
3714	698.66621	7.221	Positive
3715	1154.77832	7.092	Positive
3716	910.64871	6.899	Positive
3717	734.57784	3.909	Positive
3718	708.69859	7.579	Positive
3719	860.60951	3.605	Positive
3720	866.81733	8.593	Positive
3721	866.81722	8.597	Positive
3722	682.67121	7.269	Positive
3723	747.53439	2.663	Positive
3724	1125.05194	10.023	Positive
3725	957.93256	8.015	Positive
3726	621.37088	3.286	Positive
3727	916.72184	2.686	Positive
3728	704.69209	7.512	Positive
3729	848.6954	7.208	Positive
3730	388.34217	2.116	Positive
3731	1103.06686	11.052	Positive
3732	955.70844	2.541	Positive
3733	672.62937	6.831	Positive
3734	721.58584	4.016	Positive
3735	430.38913	2.305	Positive
3736	768.68999	7.218	Positive
3737	590.4633	2.692	Positive
3738	1110.63592	0.731	Positive
3739	1411.23013	9.603	Positive
3740	1016.81974	7.718	Positive
3741	651.67682	5.829	Positive
3742	728.60414	5.319	Positive
3743	502.32236	0.801	Positive
3744	1205.98433	2.393	Positive
3745	744.60018	5.067	Positive
3746	617.75467	4.833	Positive
3747	904.69292	2.913	Positive
3748	474.28516	1.477	Positive
3749	918.75479	7.776	Positive
3750	895.96804	10.412	Positive
3751	944.79088	6.792	Positive
3752	864.52583	4.873	Positive
3753	575.50368	9.279	Positive
3754	580.56701	6.196	Positive
3755	750.63697	2.418	Positive
3756	576.33307	2.222	Positive
3757	691.57508	4.363	Positive
3758	577.51939	4.622	Positive
3759	872.73645	7.259	Positive
3760	598.33751	0.983	Positive
3761	772.61449	3.005	Positive
3762	758.51247	4.423	Positive
3763	298.3105	1.849	Positive
3764	769.62818	2.765	Positive
3765	416.40987	2.316	Positive
3766	684.63243	7.135	Positive
3767	620.41326	2.232	Positive
3768	942.68746	5.139	Positive
3769	667.52774	6.644	Positive
3770	519.36834	3.214	Positive
3771	400.25408	0.79	Positive
3772	851.68382	2.05	Positive
3773	558.37906	1.499	Positive
3774	844.68733	6.433	Positive
3775	895.7723	9.406	Positive
3776	904.79704	8.964	Positive
3777	632.0117	2.383	Positive
3778	948.71896	2.887	Positive
3779	822.641	6.671	Positive
3780	1048.72813	2.285	Positive
3781	340.32097	2.386	Positive
3782	701.54791	7.204	Positive
3783	549.48822	8.8	Positive
3784	778.47389	2.307	Positive
3785	1004.86355	9.203	Positive
3786	692.65556	6.614	Positive
3787	1158.02344	9.455	Positive
3788	976.72909	6.709	Positive
3789	1032.04128	9.616	Positive
3790	769.82771	9.427	Positive
3791	1126.08279	9.363	Positive
3792	615.3683	3.244	Positive
3793	1109.02029	9.809	Positive
3794	990.7817	7.158	Positive
3795	1032.79249	7.251	Positive
3796	913.36709	1.127	Positive
3797	454.49837	3.231	Positive
3798	1069.72295	3.284	Positive
3799	809.84407	8.307	Positive
3800	558.49124	2.732	Positive
3801	430.38915	2.302	Positive
3802	1501.93473	6.685	Positive
3803	648.4168	1.67	Positive
3804	884.5934	1.618	Positive
3805	1000.83223	8.399	Positive
3806	576.57198	4.856	Positive
3807	565.55578	9.756	Positive
3808	625.51693	6.658	Positive
3809	485.28996	1.741	Positive
3810	251.1278	1.483	Positive
3811	1309.25336	9.711	Positive
3812	588.4841	2.662	Positive
3813	668.63499	9.711	Positive
3814	1004.99493	10.084	Positive
3815	725.52115	2.676	Positive
3816	885.78855	9.652	Positive
3817	793.75547	2.27	Positive
3818	656.61941	4.409	Positive
3819	1131.09868	10.568	Positive
3820	676.46566	1.72	Positive
3821	978.84835	7.924	Positive
3822	740.71367	7.716	Positive
3823	859.38253	1.124	Positive
3824	973.93598	10.239	Positive
3825	974.94787	10.254	Positive
3826	972.93239	10.232	Positive
3827	1300.26199	9.749	Positive
3828	647.64526	4.357	Positive
3829	848.60924	3.828	Positive
3830	1268.63101	1.12	Positive
3831	473.28181	3.285	Positive
3832	398.39926	2.413	Positive
3833	1299.25577	9.747	Positive
3834	536.50411	3.908	Positive
3835	964.64982	1.877	Positive
3836	736.42736	2.307	Positive
3837	924.49968	5.84	Positive
3838	1413.24558	9.734	Positive
3839	723.7345	7.056	Positive
3840	1052.99456	9.447	Positive
3841	448.38175	1.823	Positive
3842	664.43979	2.219	Positive
3843	874.82285	9.486	Positive
3844	729.46088	4.087	Positive
3845	707.90461	3.193	Positive
3846	940.8694	9.668	Positive
3847	920.82605	7.803	Positive
3848	784.51893	4.442	Positive
3849	562.31695	2.133	Positive
3850	615.36848	3.413	Positive
3851	1035.04146	10.562	Positive
3852	659.37024	3.798	Positive
3853	1006.02568	9.641	Positive
3854	928.86931	9.126	Positive
3855	854.74469	7.237	Positive
3856	407.18279	1.477	Positive
3857	1076.84036	4.432	Positive
3858	510.35565	1.849	Positive
3859	962.94812	9.911	Positive
3860	590.35124	2.181	Positive
3861	1013.75004	2.61	Positive
3862	372.3472	2.814	Positive
3863	900.87491	9.905	Positive
3864	794.76133	9.245	Positive
3865	564.44754	2.593	Positive
3866	669.68741	4.383	Positive
3867	1016.81892	3.329	Positive
3868	734.47568	1.471	Positive
3869	448.38175	1.821	Positive
3870	808.66659	6.334	Positive
3871	182.19035	0.811	Positive
3872	430.38065	4.805	Positive
3873	933.49437	4.019	Positive
3874	722.73895	8.525	Positive
3875	421.34266	2.123	Positive
3876	991.86649	9.816	Positive
3877	321.32662	2.933	Positive
3878	854.75964	7.989	Positive
3879	820.65397	2.686	Positive
3880	996.83585	8.011	Positive
3881	386.36277	1.919	Positive
3882	1040.99401	9.448	Positive
3883	846.79172	9.272	Positive
3884	942.92121	10.264	Positive
3885	724.66205	7.64	Positive
3886	724.68198	8.069	Positive
3887	1277.8995	4.179	Positive
3888	1278.91162	4.18	Positive
3889	806.76024	9.059	Positive
3890	958.95266	10.571	Positive
3891	1111.0361	10.029	Positive
3892	962.75779	7.103	Positive
3893	1148.62162	2.916	Positive
3894	1002.97907	9.89	Positive
3895	755.76057	7.238	Positive
3896	1567.20873	4.451	Positive
3897	750.62128	4.843	Positive
3898	404.37341	1.662	Positive
3899	1352.29299	9.714	Positive
3900	531.27428	2.363	Positive
3901	620.35836	1.878	Positive
3902	852.80189	8.594	Positive
3903	824.64025	4.855	Positive
3904	802.7652	9.207	Positive
3905	1004.28468	4.228	Positive
3906	926.56925	3.492	Positive
3907	769.54706	2.651	Positive
3908	245.13594	0.786	Positive
3909	931.5281	4.539	Positive
3910	929.90102	7.644	Positive
3911	710.66603	5.319	Positive
3912	956.90044	9.532	Positive
3913	690.63989	6.176	Positive
3914	1154.74838	6.237	Positive
3915	1049.02028	10.842	Positive
3916	623.45277	2.441	Positive
3917	568.38787	1.809	Positive
3918	878.854	9.598	Positive
3919	712.70031	7.673	Positive
3920	1033.02605	10.299	Positive
3921	762.54411	4.841	Positive
3922	891.88566	8.179	Positive
3923	708.47592	3.285	Positive
3924	530.4604	2.678	Positive
3925	965.85095	9.824	Positive
3926	1069.72306	3.286	Positive
3927	726.54372	5.199	Positive
3928	839.48748	1.119	Positive
3929	480.28041	0.954	Positive
3930	766.65561	6.815	Positive
3931	611.81871	2.678	Positive
3932	618.52101	3.04	Positive
3933	909.81016	9.025	Positive
3934	1006.80669	7.515	Positive
3935	284.29481	3.425	Positive
3936	1020.79187	7.061	Positive
3937	1280.47723	2.682	Positive
3938	692.40106	2.5	Positive
3939	1341.21734	9.513	Positive
3940	709.71868	7.056	Positive
3941	742.67435	7.211	Positive
3942	970.81941	7.774	Positive
3943	811.686	6.777	Positive
3944	397.20094	1.61	Positive
3945	1129.08304	10.39	Positive
3946	529.39162	1.532	Positive
3947	736.79102	9.165	Positive
3948	542.44223	1.939	Positive
3949	914.85413	9.705	Positive
3950	667.47913	2.419	Positive
3951	734.68183	2.111	Positive
3952	838.71387	7.109	Positive
3953	1002.84827	8.909	Positive
3954	836.71281	6.859	Positive
3955	732.65057	6.816	Positive
3956	952.59473	4.173	Positive
3957	963.74592	4.173	Positive
3958	860.66666	2.941	Positive
3959	1003.01455	11.294	Positive
3960	524.37154	2.684	Positive
3961	1117.70023	6.171	Positive
3962	563.54008	9.568	Positive
3963	1557.94528	2.182	Positive
3964	1153.08323	10.113	Positive
3965	1060.92652	9.661	Positive
3966	1272.89619	2.43	Positive
3967	649.66103	5.122	Positive
3968	1266.90319	7.514	Positive
3969	866.81802	9.259	Positive
3970	902.89029	10.126	Positive
3971	674.64498	6.928	Positive
3972	246.24275	0.903	Positive
3973	936.56702	1.619	Positive
3974	1172.68774	3.054	Positive
3975	740.69529	7.957	Positive
3976	1034.83758	7.846	Positive
3977	1069.06198	6.568	Positive
3978	430.38902	1.763	Positive
3979	603.53532	4.869	Positive
3980	819.61255	2.893	Positive
3981	718.41665	2.434	Positive
3982	1016.01032	9.351	Positive
3983	964.83275	7.934	Positive
3984	512.44947	2.588	Positive
3985	712.66366	7.483	Positive
3986	423.43106	4.141	Positive
3987	590.42653	1.681	Positive
3988	1184.84331	2.452	Positive
3989	768.72382	8.647	Positive
3990	726.53079	3.21	Positive
3991	1283.04307	6.137	Positive
3992	1304.12178	9.443	Positive
3993	369.35166	7.854	Positive
3994	878.57519	4.065	Positive
3995	286.3104	1.907	Positive
3996	941.87315	9.803	Positive
3997	567.58258	3.422	Positive
3998	928.86885	9.404	Positive
3999	796.60875	4.868	Positive
4000	1413.39088	9.24	Positive
4001	786.54352	5.091	Positive
4002	690.6188	9.328	Positive
4003	337.20117	2.044	Positive
4004	814.51016	5.525	Positive
4005	739.55953	2.198	Positive
4006	500.44968	2.61	Positive
4007	1083.00401	9.709	Positive
4008	656.61929	6.75	Positive
4009	816.49561	1.836	Positive
4010	903.65377	6.886	Positive
4011	892.54086	1.625	Positive
4012	646.61384	6.667	Positive
4013	712.68175	6.23	Positive
4014	782.70269	7.146	Positive
4015	1467.29172	9.827	Positive
4016	913.86941	8.384	Positive
4017	756.58049	2.27	Positive
4018	968.59442	0.704	Positive
4019	756.63515	6.275	Positive
4020	362.32671	1.081	Positive
4021	685.73372	8.018	Positive
4022	984.72893	2.575	Positive
4023	472.41807	2.377	Positive
4024	1112.06723	9.046	Positive
4025	1341.21738	9.512	Positive
4026	616.51537	3.463	Positive
4027	810.75511	8.008	Positive
4028	664.55175	6.454	Positive
4029	825.78347	5.987	Positive
4030	598.57751	4.88	Positive
4031	1058.8443	7.861	Positive
4032	971.89646	7.794	Positive
4033	616.56712	6.866	Positive
4034	796.72135	7.668	Positive
4035	926.81762	2.43	Positive
4036	927.81443	2.427	Positive
4037	1032.8215	7.553	Positive
4038	1123.03579	9.804	Positive
4039	560.50398	3.426	Positive
4040	904.95764	9.619	Positive
4041	618.58068	6.832	Positive
4042	739.52668	3.806	Positive
4043	560.471	5.554	Positive
4044	894.77555	7.497	Positive
4045	611.8184	2.466	Positive
4046	400.33699	1.456	Positive
4047	828.69249	6.463	Positive
4048	702.47586	2.565	Positive
4049	1529.3464	8.45	Positive
4050	253.16457	0.776	Positive
4051	400.3592	2.392	Positive
4052	1078.97322	9.508	Positive
4053	579.42675	2.464	Positive
4054	940.63794	2.305	Positive
4055	904.90569	10.375	Positive
4056	882.61565	1.848	Positive
4057	737.75013	7.23	Positive
4058	940.81776	6.854	Positive
4059	666.6399	5.879	Positive
